,volcano,hazard,VEI,prob,mass,buffer,volume,length_primary,length_unclassified,length_residential,length_service,length_living_street,length_tertiary,length_secondary,length_trunk,length_trunk_link,length_primary_link,length_tertiary_link,length_motorway,length_motorway_link,length_secondary_link,length_road,month,length_motorcycle_link
7,Mayon,Tephra,4.0,10,100.0,,,103.91,236.08,435.68,36.71,5.47,368.31,97.29,51.64,0.03,0.04,0.01,,,0.02,0.26,12,
8,Mayon,Tephra,4.0,50,1.0,,,339.93,899.64,1772.63,183.4,7.34,1130.51,428.52,109.24,0.19,0.27,,,,0.19,25.86,12,
9,Mayon,Tephra,4.0,50,100.0,,,46.79,174.8,253.36,28.24,2.14,226.72,57.85,34.57,0.03,0.02,0.01,,,0.02,,12,
10,Mayon,Tephra,4.0,90,1.0,,,268.07,696.87,1439.23,136.04,6.69,811.2,299.18,93.05,0.19,0.27,,,,0.02,21.81,12,
11,Mayon,Tephra,4.0,90,100.0,,,24.93,100.87,146.25,17.23,1.03,125.99,31.37,23.8,0.03,,0.01,,,,,12,
12,Mayon,Tephra,5.0,10,1.0,,,2996.25,7349.83,24076.25,3667.92,150.13,7207.91,2981.66,1683.78,33.6,14.82,102.77,297.32,80.19,9.01,123.1,12,
13,Mayon,Tephra,5.0,10,100.0,,,353.33,912.31,1897.72,193.57,9.34,1175.98,350.51,128.54,0.22,0.29,0.02,,,0.19,12.55,12,
14,Mayon,Tephra,5.0,50,1.0,,,1328.57,3928.44,5271.84,523.11,43.06,3340.9,1392.53,630.48,0.69,1.11,1.8,0.13,,0.22,92.09,12,
15,Mayon,Tephra,5.0,50,100.0,,,273.63,611.96,1263.27,116.08,8.41,756.8,233.37,99.53,0.13,0.27,0.01,,,0.02,8.76,12,
16,Mayon,Tephra,5.0,90,1.0,,,670.53,2228.09,2859.89,232.38,20.06,1866.49,758.37,388.88,0.38,0.37,0.01,,,0.19,70.24,12,
17,Mayon,Tephra,5.0,90,100.0,,,169.32,412.49,614.8,42.46,3.46,527.22,152.46,70.69,0.05,0.04,0.01,,,0.02,7.68,12,
0,Merapi,Tephra,3.0,10,1.0,,,158.57,2778.57,9952.88,298.49,71.33,1234.12,442.72,164.85,1.87,0.33,0.19,28.76,3.98,0.71,,0,
1,Merapi,Tephra,3.0,10,100.0,,,,76.94,117.34,4.19,0.58,47.79,4.87,,,,,,,,,0,
2,Merapi,Tephra,3.0,50,1.0,,,69.71,1517.95,4118.88,146.64,28.56,584.45,190.24,76.73,0.31,0.18,0.05,,,0.26,,0,
3,Merapi,Tephra,3.0,50,100.0,,,,15.14,37.05,1.02,,23.14,,,,,,,,,,0,
4,Merapi,Tephra,3.0,90,1.0,,,24.72,777.38,1593.29,37.34,15.95,309.79,72.43,52.39,0.15,,0.02,,,0.02,,0,
5,Merapi,Tephra,3.0,90,100.0,,,,,2.32,,,4.38,,,,,,,,,,0,
6,Merapi,Tephra,4.0,10,1.0,,,683.76,7155.82,34371.48,1162.12,231.51,4160.08,1692.87,652.88,5.11,1.07,2.16,153.22,27.62,1.18,,0,
7,Merapi,Tephra,4.0,10,100.0,,,68.56,1554.37,4275.2,141.91,44.87,569.37,193.4,69.85,0.27,0.16,0.05,,,0.25,,0,
8,Merapi,Tephra,4.0,50,1.0,,,534.26,5411.27,23599.68,795.62,245.34,2958.78,1161.31,491.57,4.46,1.09,1.98,63.16,7.53,1.31,,0,
9,Merapi,Tephra,4.0,50,100.0,,,8.85,755.11,1872.49,55.1,16.12,349.81,87.59,51.8,0.16,,,,,0.02,,0,
10,Merapi,Tephra,4.0,90,1.0,,,262.03,3162.47,12362.06,472.77,146.98,1750.38,625.01,260.93,2.62,0.71,1.81,,,1.13,,0,
11,Merapi,Tephra,4.0,90,100.0,,,8.85,370.99,663.41,11.4,3.34,121.43,31.23,24.74,0.09,,,,,,,0,
12,Merapi,Tephra,5.0,10,1.0,,,3393.27,31304.64,121915.22,6316.19,750.88,14060.78,4582.63,2679.86,28.56,12.86,4.28,1147.75,226.96,3.48,4.08,0,
13,Merapi,Tephra,5.0,10,100.0,,,466.0,5599.48,23959.33,789.44,256.13,3061.44,1108.89,510.19,3.23,0.91,1.89,31.7,3.98,1.33,,0,
14,Merapi,Tephra,5.0,50,1.0,,,1848.66,17695.87,78488.07,3434.96,653.41,8805.32,3313.96,1685.32,18.77,4.35,2.65,676.89,142.07,1.84,4.06,0,
15,Merapi,Tephra,5.0,50,100.0,,,259.7,3501.31,12820.74,386.56,157.48,1781.04,639.8,262.32,2.55,0.61,1.81,,,1.12,,0,
16,Merapi,Tephra,5.0,90,1.0,,,990.78,9372.88,39045.21,1411.68,285.27,6017.97,2127.43,938.97,5.32,1.06,2.06,85.27,13.55,1.49,1.92,0,
17,Merapi,Tephra,5.0,90,100.0,,,135.16,1796.31,5257.78,158.28,30.84,762.71,274.87,96.33,0.31,0.22,0.02,,,0.36,,0,
18,Merapi,BAF,,10,,300.0,9800000.0,,3.98,3.95,1.35,,9.91,,,,,,,,,,0,
19,Merapi,BAF,,50,,300.0,9800000.0,,3.98,2.75,1.25,,5.58,,,,,,,,,,0,
20,Merapi,BAF,,90,,300.0,9800000.0,,,,,,,,,,,,,,,,0,
21,Merapi,BAF,,10,,990.0,9800000.0,,17.34,17.48,2.06,,30.24,,,,,,,,,,0,
22,Merapi,BAF,,50,,990.0,9800000.0,,10.2,13.67,2.06,,24.13,,,,,,,,,,0,
23,Merapi,BAF,,90,,990.0,9800000.0,,,,,,,,,,,,,,,,0,
24,Merapi,BAF,,10,,300.0,450000.0,,,,,,,,,,,,,,,,0,
25,Merapi,BAF,,50,,300.0,450000.0,,,,,,,,,,,,,,,,0,
26,Merapi,BAF,,90,,300.0,450000.0,,,,,,,,,,,,,,,,0,
27,Merapi,BAF,,10,,990.0,450000.0,,,,,,,,,,,,,,,,0,
28,Merapi,BAF,,50,,990.0,450000.0,,,,,,,,,,,,,,,,0,
29,Merapi,BAF,,90,,990.0,450000.0,,,,,,,,,,,,,,,,0,
30,Merapi,PDC,3.0,10,,,,124.24,2570.55,11413.12,420.7,88.74,1201.9,438.64,258.03,2.86,0.59,0.28,72.51,7.87,0.64,,0,
31,Merapi,PDC,3.0,50,,,,13.93,901.61,2133.99,55.11,35.62,308.36,104.7,9.77,,0.02,,,,,,0,
32,Merapi,PDC,3.0,90,,,,8.85,345.0,637.75,21.71,21.6,130.72,48.62,,,,,,,,,0,
33,Merapi,PDC,4.0,10,,,,198.71,3592.87,17683.86,657.05,190.88,1801.08,696.74,403.19,4.48,0.7,0.47,116.44,12.12,1.17,,0,
34,Merapi,PDC,4.0,50,,,,28.44,1277.2,3618.21,85.77,40.34,480.42,152.85,52.87,0.15,0.02,0.04,14.67,,0.04,,0,
35,Merapi,PDC,4.0,90,,,,8.85,518.35,1052.52,28.55,27.1,171.3,62.05,,,,,,,,,0,
36,Merapi,PDC,5.0,10,,,,249.05,4890.75,24543.11,880.89,238.98,2417.92,957.81,477.49,4.89,0.7,0.65,140.41,27.62,1.3,,0,
37,Merapi,PDC,5.0,50,,,,45.43,1679.14,5311.51,133.25,46.78,667.91,200.55,83.88,0.28,0.04,0.04,31.4,3.98,0.08,,0,
38,Merapi,PDC,5.0,90,,,,13.93,764.4,1721.87,43.82,33.38,264.07,93.57,,,0.02,,,,,,0,
0,Merapi,Tephra,3.0,10,1.0,,,66.58,2222.27,8864.23,266.93,57.61,978.74,325.51,180.13,0.5,0.17,0.1,63.87,6.02,0.29,,1,
1,Merapi,Tephra,3.0,10,100.0,,,,60.61,117.92,1.71,2.65,24.15,8.09,,,,,,,,,1,
2,Merapi,Tephra,3.0,50,1.0,,,43.81,1751.03,5710.47,139.82,46.03,693.62,214.83,94.98,0.3,0.04,0.06,36.19,3.98,0.1,,1,
3,Merapi,Tephra,3.0,50,100.0,,,,33.71,71.91,1.2,1.87,18.97,4.03,,,,,,,,,1,
4,Merapi,Tephra,3.0,90,1.0,,,28.44,1249.17,3513.21,82.24,40.86,471.63,132.98,54.4,0.16,0.02,0.04,13.57,,0.04,,1,
5,Merapi,Tephra,3.0,90,100.0,,,,24.37,46.67,0.17,,13.05,2.66,,,,,,,,,1,
6,Merapi,Tephra,4.0,10,1.0,,,695.45,7229.66,34689.64,1208.21,240.06,4235.23,1671.71,641.65,5.35,1.21,2.25,170.58,32.28,1.29,,1,
7,Merapi,Tephra,4.0,10,100.0,,,61.48,1230.59,3387.4,136.99,38.22,501.59,135.78,59.64,0.21,0.16,,,,0.15,,1,
8,Merapi,Tephra,4.0,50,1.0,,,579.5,6071.29,28835.68,964.84,228.77,3486.55,1358.71,570.39,4.99,0.99,2.09,124.05,21.33,1.19,,1,
9,Merapi,Tephra,4.0,50,100.0,,,13.23,917.92,2172.64,67.37,34.19,370.18,107.25,55.98,0.21,,,,,0.15,,1,
10,Merapi,Tephra,4.0,90,1.0,,,428.14,4903.69,23302.71,800.31,213.47,2788.89,985.53,503.17,4.72,0.88,1.96,92.72,10.43,1.35,,1,
11,Merapi,Tephra,4.0,90,100.0,,,8.85,687.18,1246.25,32.94,25.03,253.38,55.59,34.63,0.11,,,,,,,1,
12,Merapi,Tephra,5.0,10,1.0,,,3356.34,31713.97,117103.41,7303.5,810.66,12863.73,4481.45,2673.81,27.87,12.81,4.56,1198.04,263.87,3.53,4.08,1,
13,Merapi,Tephra,5.0,10,100.0,,,403.51,5161.53,20653.32,666.37,212.56,2870.85,1030.0,482.82,3.18,0.86,1.82,41.06,3.98,1.26,,1,
14,Merapi,Tephra,5.0,50,1.0,,,2716.77,25499.36,102147.0,5563.59,883.68,10832.99,3892.97,2292.62,20.57,11.7,5.58,981.01,216.38,3.73,4.08,1,
15,Merapi,Tephra,5.0,50,100.0,,,230.03,3732.5,13256.04,380.26,89.17,1998.92,681.44,278.38,2.18,0.5,0.21,18.16,,0.75,,1,
16,Merapi,Tephra,5.0,90,1.0,,,1797.59,17103.69,75250.3,2953.42,508.66,8656.94,3129.75,1634.29,11.22,3.68,3.43,620.26,123.29,1.81,4.06,1,
17,Merapi,Tephra,5.0,90,100.0,,,143.32,2770.78,8112.07,226.91,56.66,1272.95,418.52,133.27,0.32,0.22,0.05,,,0.4,,1,
0,Merapi,Tephra,3.0,10,1.0,,,87.7,2472.5,8622.89,270.86,53.21,1052.32,332.91,153.1,0.44,0.22,0.08,54.24,4.31,0.3,,2,
1,Merapi,Tephra,3.0,10,100.0,,,,53.77,106.26,1.99,2.65,36.2,7.79,,,,,,,,,2,
2,Merapi,Tephra,3.0,50,1.0,,,49.97,1667.82,4464.0,125.27,43.43,608.59,172.61,89.78,0.27,0.1,0.05,6.84,,0.21,,2,
3,Merapi,Tephra,3.0,50,100.0,,,,27.69,55.87,0.17,,13.84,4.03,,,,,,,,,2,
4,Merapi,Tephra,3.0,90,1.0,,,39.87,1047.91,1943.73,43.14,19.32,360.33,85.84,50.11,0.14,0.02,,,,,,2,
5,Merapi,Tephra,3.0,90,100.0,,,,6.78,27.15,0.16,,11.53,,,,,,,,,,2,
6,Merapi,Tephra,4.0,10,1.0,,,682.47,7518.19,34524.65,1148.37,240.73,4424.48,1760.99,650.75,5.27,0.97,2.11,152.41,27.62,1.23,,2,
7,Merapi,Tephra,4.0,10,100.0,,,65.78,1335.77,3492.73,140.76,40.03,513.54,142.12,68.52,0.26,0.18,,,,0.16,,2,
8,Merapi,Tephra,4.0,50,1.0,,,560.06,5825.46,26893.96,921.44,227.31,3328.84,1265.98,559.78,4.97,0.94,2.0,117.26,18.65,1.33,,2,
9,Merapi,Tephra,4.0,50,100.0,,,24.72,871.92,1893.18,51.39,34.1,342.62,91.6,54.39,0.16,,,,,0.02,,2,
10,Merapi,Tephra,4.0,90,1.0,,,356.33,4144.43,15728.95,599.04,160.51,2197.51,740.59,364.9,4.04,0.76,1.84,13.32,1.75,1.16,,2,
11,Merapi,Tephra,4.0,90,100.0,,,8.85,474.17,750.41,16.9,3.25,199.12,34.84,22.93,0.09,,,,,,,2,
12,Merapi,Tephra,5.0,10,1.0,,,3398.16,31809.9,118571.84,7786.75,850.41,12906.69,4545.11,2690.76,29.67,14.12,4.69,1279.22,292.0,3.66,4.08,2,
13,Merapi,Tephra,5.0,10,100.0,,,389.04,5559.08,21153.27,657.57,207.91,3061.38,1073.7,501.97,3.43,0.78,1.82,27.98,3.33,1.28,,2,
14,Merapi,Tephra,5.0,50,1.0,,,2615.96,24789.62,100937.03,5547.73,887.38,10697.87,3826.2,2303.63,24.9,11.6,5.61,971.38,214.16,3.59,4.08,2,
15,Merapi,Tephra,5.0,50,100.0,,,244.31,3578.89,12144.53,375.37,90.76,1862.88,648.6,259.71,2.1,0.5,0.18,,,0.91,,2,
16,Merapi,Tephra,5.0,90,1.0,,,1618.19,15674.93,62328.93,2520.16,507.03,7580.99,2628.94,1598.5,10.47,2.92,3.16,567.96,107.83,1.66,4.06,2,
17,Merapi,Tephra,5.0,90,100.0,,,131.14,2388.45,6214.45,188.53,39.1,1139.78,375.87,115.95,0.37,0.2,0.02,,,0.36,,2,
0,Merapi,Tephra,3.0,10,1.0,,,79.24,2347.01,7658.19,243.78,51.09,967.53,337.44,139.91,0.43,0.19,0.06,31.4,3.98,0.33,,3,
1,Merapi,Tephra,3.0,10,100.0,,,,50.44,91.72,1.94,1.74,31.97,7.76,,,,,,,,,3,
2,Merapi,Tephra,3.0,50,1.0,,,69.5,1678.01,4292.33,156.87,43.71,628.46,155.83,79.25,0.3,0.18,0.05,,,0.18,,3,
3,Merapi,Tephra,3.0,50,100.0,,,,20.85,51.44,0.4,,16.69,4.03,,,,,,,,,3,
4,Merapi,Tephra,3.0,90,1.0,,,39.87,1108.58,2107.56,50.31,19.99,374.59,95.6,52.39,0.15,0.02,,,,0.02,,3,
5,Merapi,Tephra,3.0,90,100.0,,,,7.05,28.12,0.16,,11.53,,,,,,,,,,3,
6,Merapi,Tephra,4.0,10,1.0,,,624.15,6709.49,29236.28,985.34,223.71,3853.05,1486.65,608.5,4.94,0.91,2.01,125.51,19.2,1.19,,3,
7,Merapi,Tephra,4.0,10,100.0,,,65.78,1245.05,3238.14,133.73,38.56,499.85,123.97,68.52,0.26,0.18,0.02,,,0.15,,3,
8,Merapi,Tephra,4.0,50,1.0,,,583.49,5785.73,24583.14,847.24,242.18,3289.8,1181.39,520.09,4.72,0.93,1.98,93.95,16.57,1.17,,3,
9,Merapi,Tephra,4.0,50,100.0,,,41.46,861.93,1979.95,92.42,20.73,358.92,76.03,57.99,0.21,0.06,,,,0.15,,3,
10,Merapi,Tephra,4.0,90,1.0,,,457.84,4672.36,19291.77,706.73,206.39,2577.24,932.38,426.06,4.4,0.81,1.89,55.27,3.56,1.26,,3,
11,Merapi,Tephra,4.0,90,100.0,,,8.85,580.73,1080.75,25.7,7.67,241.4,51.4,40.68,0.12,,,,,0.02,,3,
12,Merapi,Tephra,5.0,10,1.0,,,3269.7,30925.55,113643.46,7719.35,865.44,12268.59,4357.36,2666.59,28.06,13.83,4.6,1251.66,290.14,3.68,4.08,3,
13,Merapi,Tephra,5.0,10,100.0,,,420.31,4900.29,17957.37,603.56,186.42,2601.38,939.63,413.37,3.18,0.86,1.81,11.28,,1.23,,3,
14,Merapi,Tephra,5.0,50,1.0,,,2241.39,21734.25,89963.08,4750.82,805.63,9327.22,3410.18,2149.38,25.01,7.69,4.54,854.96,178.85,3.49,4.06,3,
15,Merapi,Tephra,5.0,50,100.0,,,233.3,3536.93,11461.75,325.65,76.59,1883.32,611.64,253.98,1.74,0.32,0.16,,,0.61,,3,
16,Merapi,Tephra,5.0,90,1.0,,,1745.34,16484.8,70826.63,2970.25,597.12,8032.21,2890.55,1712.06,13.67,4.29,3.6,645.33,126.24,2.04,4.06,3,
17,Merapi,Tephra,5.0,90,100.0,,,139.39,2723.37,7521.18,209.99,53.37,1290.71,431.89,128.97,0.43,0.22,0.05,,,0.36,,3,
0,Merapi,Tephra,3.0,10,1.0,,,80.82,2070.74,5972.63,189.18,55.52,771.09,253.38,120.4,1.21,0.22,0.12,,,0.4,,4,
1,Merapi,Tephra,3.0,10,100.0,,,,39.3,66.48,2.24,,32.38,4.87,,,,,,,,,4,
2,Merapi,Tephra,3.0,50,1.0,,,70.12,1640.37,4419.44,156.92,30.17,629.17,202.13,97.87,0.32,0.19,0.05,,,0.26,,4,
3,Merapi,Tephra,3.0,50,100.0,,,,15.79,40.86,0.25,,24.49,,,,,,,,,,4,
4,Merapi,Tephra,3.0,90,1.0,,,52.36,1234.08,2898.0,118.85,23.03,478.24,122.96,70.67,0.27,0.16,0.02,,,0.17,,4,
5,Merapi,Tephra,3.0,90,100.0,,,,9.38,26.32,0.16,,10.35,,,,,,,,,,4,
6,Merapi,Tephra,4.0,10,1.0,,,605.55,6527.54,29860.54,992.98,232.65,3679.14,1473.33,588.49,5.1,1.0,1.98,137.36,18.65,1.18,,4,
7,Merapi,Tephra,4.0,10,100.0,,,46.59,1137.1,2850.17,109.91,34.88,455.89,108.75,69.37,0.26,0.09,0.05,,,0.17,,4,
8,Merapi,Tephra,4.0,50,1.0,,,498.7,5596.38,25320.52,881.87,243.92,3133.49,1167.03,536.35,4.79,0.95,1.98,99.79,16.57,1.31,,4,
9,Merapi,Tephra,4.0,50,100.0,,,29.8,798.21,1726.32,44.95,17.05,329.0,84.69,52.39,0.15,0.02,,,,0.02,,4,
10,Merapi,Tephra,4.0,90,1.0,,,381.67,4654.24,19765.95,709.42,236.49,2444.0,875.91,417.63,4.35,0.81,1.92,16.38,1.75,1.28,,4,
11,Merapi,Tephra,4.0,90,100.0,,,8.85,573.34,1178.77,31.16,10.96,246.17,63.0,41.63,0.13,,,,,,,4,
12,Merapi,Tephra,5.0,10,1.0,,,2885.94,27805.88,111590.38,5565.34,749.17,12349.87,4411.64,2325.32,27.58,12.4,3.15,1018.32,220.91,3.34,4.06,4,
13,Merapi,Tephra,5.0,10,100.0,,,399.6,5046.95,20914.94,709.99,241.64,2699.3,994.61,473.63,3.47,0.8,1.89,16.36,,1.3,,4,
14,Merapi,Tephra,5.0,50,1.0,,,2053.62,18728.97,84408.15,3728.38,666.7,9278.86,3401.67,1809.17,20.72,5.87,4.07,715.11,148.37,2.17,4.06,4,
15,Merapi,Tephra,5.0,50,100.0,,,240.57,3682.57,13002.42,422.81,162.86,1876.15,653.89,267.81,2.69,0.6,0.4,,,1.12,,4,
16,Merapi,Tephra,5.0,90,1.0,,,1215.02,12214.84,59390.38,2536.77,587.23,7712.86,2806.29,1490.93,10.74,2.36,3.55,541.76,113.24,1.62,2.36,4,
17,Merapi,Tephra,5.0,90,100.0,,,172.45,2682.61,8704.4,292.67,97.85,1230.99,453.29,176.48,1.93,0.5,0.2,,,0.97,,4,
0,Merapi,Tephra,3.0,10,1.0,,,146.83,2652.43,11447.98,418.74,153.22,1237.86,485.67,254.2,2.59,0.59,0.37,12.89,,1.09,,5,
1,Merapi,Tephra,3.0,10,100.0,,,2.26,67.57,130.0,5.45,,72.15,4.87,,,,,,,,,5,
2,Merapi,Tephra,3.0,50,1.0,,,46.87,1610.65,4441.18,109.0,43.61,609.85,191.07,83.76,1.13,0.04,0.13,,,0.22,,5,
3,Merapi,Tephra,3.0,50,100.0,,,,23.87,40.36,0.93,,27.74,,,,,,,,,,5,
4,Merapi,Tephra,3.0,90,1.0,,,13.93,724.94,1637.57,39.64,20.88,271.56,75.26,38.35,0.14,0.02,0.03,,,0.02,,5,
5,Merapi,Tephra,3.0,90,100.0,,,,3.81,15.66,0.11,,5.44,,,,,,,,,,5,
6,Merapi,Tephra,4.0,10,1.0,,,763.02,7702.14,40740.23,1504.5,233.39,4444.72,1929.78,651.72,6.33,1.85,2.27,204.98,42.76,1.45,,5,
7,Merapi,Tephra,4.0,10,100.0,,,43.16,1492.83,4629.7,110.64,47.02,586.7,171.0,71.87,0.29,0.04,0.05,,,0.17,,5,
8,Merapi,Tephra,4.0,50,1.0,,,426.03,5687.71,29370.3,982.27,231.93,3036.55,1300.35,542.31,5.09,1.01,2.06,123.06,21.33,1.38,,5,
9,Merapi,Tephra,4.0,50,100.0,,,13.93,833.82,1671.55,37.76,36.56,288.67,75.15,31.02,0.09,0.02,0.03,,,,,5,
10,Merapi,Tephra,4.0,90,1.0,,,268.54,4211.0,18779.21,624.9,245.72,1989.56,793.61,367.23,3.82,0.69,0.53,63.16,7.53,1.22,,5,
11,Merapi,Tephra,4.0,90,100.0,,,8.85,305.62,574.0,21.38,10.23,119.98,56.25,,,,,,,,,5,
12,Merapi,Tephra,5.0,10,1.0,,,2642.07,23633.64,103232.64,4015.65,593.08,13521.7,4297.03,2010.9,22.83,6.5,2.77,762.37,155.93,2.09,4.06,5,
13,Merapi,Tephra,5.0,10,100.0,,,407.02,5883.38,28524.16,892.33,260.68,3071.54,1279.42,507.22,4.32,0.97,2.06,106.93,10.43,1.35,,5,
14,Merapi,Tephra,5.0,50,1.0,,,1887.06,17979.58,87297.07,3218.66,482.5,11971.37,3884.67,1817.47,20.05,3.66,3.68,704.17,127.08,1.76,2.36,5,
15,Merapi,Tephra,5.0,50,100.0,,,221.67,4016.6,17797.61,585.35,234.54,1926.57,732.5,353.34,3.03,0.69,0.48,29.54,3.98,1.29,,5,
16,Merapi,Tephra,5.0,90,1.0,,,1128.12,10802.28,55739.21,2397.32,493.88,7021.76,2704.92,1107.29,16.25,2.4,3.3,419.96,88.13,1.6,,5,
17,Merapi,Tephra,5.0,90,100.0,,,146.85,2231.06,8418.9,335.75,160.53,945.67,364.97,188.17,2.48,0.57,0.36,,,0.98,,5,
0,Merapi,Tephra,3.0,10,1.0,,,142.49,2055.69,6240.35,184.38,48.18,866.02,304.1,118.78,1.48,0.23,0.12,,,0.52,,6,
1,Merapi,Tephra,3.0,10,100.0,,,,46.03,59.8,2.29,,24.6,,,,,,,,,,6,
2,Merapi,Tephra,3.0,50,1.0,,,115.52,1551.05,4489.79,148.76,28.63,629.99,221.84,78.27,0.32,0.18,0.02,,,0.26,,6,
3,Merapi,Tephra,3.0,50,100.0,,,,30.61,33.35,1.43,,17.83,,,,,,,,,,6,
4,Merapi,Tephra,3.0,90,1.0,,,63.99,1231.41,3440.19,125.94,20.55,478.38,184.67,69.85,0.27,0.13,0.02,,,0.25,,6,
5,Merapi,Tephra,3.0,90,100.0,,,,12.18,14.86,1.33,,15.05,,,,,,,,,,6,
6,Merapi,Tephra,4.0,10,1.0,,,629.35,6657.69,31231.06,940.51,238.09,3717.51,1541.81,597.02,4.97,1.18,2.01,114.55,15.97,1.1,,6,
7,Merapi,Tephra,4.0,10,100.0,,,42.42,1231.92,3519.4,119.38,24.83,504.93,169.66,69.37,0.27,0.04,0.05,,,0.25,,6,
8,Merapi,Tephra,4.0,50,1.0,,,481.19,4883.68,19479.62,664.72,233.65,2571.2,1048.73,400.13,3.0,0.98,1.9,,,1.2,,6,
9,Merapi,Tephra,4.0,50,100.0,,,8.85,789.45,2230.58,60.61,14.62,368.79,118.64,57.52,0.21,,0.02,,,0.03,,6,
10,Merapi,Tephra,4.0,90,1.0,,,372.72,3382.55,14239.29,531.08,198.88,1964.31,709.09,306.65,2.75,0.74,1.9,,,1.24,,6,
11,Merapi,Tephra,4.0,90,100.0,,,8.85,521.48,1207.64,25.37,7.04,227.09,59.16,45.82,0.14,,0.02,,,,,6,
12,Merapi,Tephra,5.0,10,1.0,,,2403.83,23205.84,102285.19,3837.75,577.57,12716.64,4168.41,2043.96,22.11,5.24,2.81,822.89,162.24,1.88,4.06,6,
13,Merapi,Tephra,5.0,10,100.0,,,405.77,4991.61,21832.34,722.95,254.37,2683.05,1033.81,411.27,3.16,0.91,1.89,20.64,1.22,1.33,,6,
14,Merapi,Tephra,5.0,50,1.0,,,1624.62,15269.92,69255.61,2790.28,540.34,8287.28,2899.73,1546.75,11.85,3.33,2.11,613.68,127.22,1.54,4.06,6,
15,Merapi,Tephra,5.0,50,100.0,,,273.14,3443.35,13127.71,483.46,181.38,1720.24,651.32,281.91,2.83,0.71,1.81,,,1.17,,6,
16,Merapi,Tephra,5.0,90,1.0,,,1040.59,9551.82,38902.53,1437.08,251.19,6054.98,2143.59,918.39,4.57,1.43,2.18,201.05,22.22,1.18,2.36,6,
17,Merapi,Tephra,5.0,90,100.0,,,153.28,2224.38,8186.93,242.65,69.33,1127.15,388.67,195.33,1.78,0.33,0.16,,,0.64,,6,
0,Merapi,Tephra,3.0,10,1.0,,,139.13,2151.2,6323.93,182.26,38.33,968.73,345.64,125.79,0.67,0.23,0.05,,,0.36,,7,
1,Merapi,Tephra,3.0,10,100.0,,,,45.74,61.11,2.29,,24.5,,,,,,,,,,7,
2,Merapi,Tephra,3.0,50,1.0,,,116.44,1542.36,4175.1,138.13,21.43,637.04,235.77,69.95,0.28,0.15,0.02,,,0.26,,7,
3,Merapi,Tephra,3.0,50,100.0,,,,38.11,36.1,1.98,,20.28,,,,,,,,,,7,
4,Merapi,Tephra,3.0,90,1.0,,,62.87,1174.8,3123.89,123.83,15.71,493.46,145.18,68.52,0.25,0.15,0.02,,,0.18,,7,
5,Merapi,Tephra,3.0,90,100.0,,,,12.94,16.2,1.43,,15.07,,,,,,,,,,7,
6,Merapi,Tephra,4.0,10,1.0,,,592.42,6058.29,23707.45,741.77,250.97,3435.37,1320.48,500.4,3.25,0.88,1.91,11.02,,1.11,,7,
7,Merapi,Tephra,4.0,10,100.0,,,68.83,1190.06,3664.71,127.91,19.65,519.07,189.37,69.85,0.27,0.16,0.02,,,0.25,,7,
8,Merapi,Tephra,4.0,50,1.0,,,470.65,4361.98,17118.19,594.71,217.75,2450.43,955.27,367.01,3.0,0.85,1.9,,,1.08,,7,
9,Merapi,Tephra,4.0,50,100.0,,,26.0,776.64,2248.28,67.19,8.67,352.47,100.44,57.53,0.16,,0.02,,,0.15,,7,
10,Merapi,Tephra,4.0,90,1.0,,,342.41,3107.72,11831.62,418.82,94.32,1881.96,698.9,273.47,2.1,0.72,1.62,,,1.04,,7,
11,Merapi,Tephra,4.0,90,100.0,,,,525.55,1271.94,33.14,3.45,242.44,50.99,41.1,0.12,,,,,0.02,,7,
12,Merapi,Tephra,5.0,10,1.0,,,2366.58,22966.78,97341.6,4490.79,616.52,10579.16,3625.41,2073.08,23.42,6.2,2.68,876.92,178.36,2.48,4.06,7,
13,Merapi,Tephra,5.0,10,100.0,,,439.44,4813.97,18538.38,620.7,234.17,2525.03,969.09,391.22,3.04,0.85,1.88,,,1.24,,7,
14,Merapi,Tephra,5.0,50,1.0,,,1473.74,15094.99,58554.64,2164.59,388.85,7258.35,2600.02,1419.8,8.47,2.44,1.45,513.55,94.12,0.88,4.06,7,
15,Merapi,Tephra,5.0,50,100.0,,,298.48,3101.38,12271.37,430.95,135.78,1687.7,621.01,249.29,2.2,0.69,1.73,,,1.12,,7,
16,Merapi,Tephra,5.0,90,1.0,,,968.38,9143.88,32671.02,1167.2,360.03,5214.17,1726.86,840.25,3.61,1.08,2.09,,,1.4,2.36,7,
17,Merapi,Tephra,5.0,90,100.0,,,159.02,2064.68,6843.11,186.82,28.14,1067.26,371.73,112.61,0.41,0.27,0.05,,,0.36,,7,
0,Merapi,Tephra,3.0,10,1.0,,,135.19,2122.95,6328.31,176.22,33.83,991.36,356.93,105.26,0.36,0.22,0.02,,,0.36,,8,
1,Merapi,Tephra,3.0,10,100.0,,,,45.22,55.72,2.18,,23.29,,,,,,,,,,8,
2,Merapi,Tephra,3.0,50,1.0,,,125.94,1577.35,4420.49,145.84,21.4,709.24,247.49,69.95,0.29,0.2,0.02,,,0.36,,8,
3,Merapi,Tephra,3.0,50,100.0,,,,38.11,32.11,1.98,,20.28,,,,,,,,,,8,
4,Merapi,Tephra,3.0,90,1.0,,,97.84,1154.37,3080.4,122.25,14.24,520.74,155.5,59.8,0.21,0.13,0.02,,,0.18,,8,
