,volcano,hazard,VEI,prob,mass,buffer,volume,length_primary,length_unclassified,length_residential,length_service,length_living_street,length_tertiary,length_secondary,length_trunk,length_trunk_link,length_primary_link,length_tertiary_link,length_motorway,length_motorway_link,length_secondary_link,length_road,month,length_motorcycle_link
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,18.76,6.55,0.3,,10.35,13.29,,,,,,,,,0,
4,Camiguin,Tephra,3.0,90,1.0,,,22.69,25.05,23.62,3.63,,12.33,16.6,,,,,,,,,0,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,5.22,2.68,,,3.02,9.25,,,,,,,,,0,
6,Camiguin,Tephra,4.0,10,1.0,,,238.14,635.41,444.86,113.0,0.58,439.58,136.47,24.79,,1.85,0.82,,,0.03,5.41,0,
7,Camiguin,Tephra,4.0,10,100.0,,,35.78,61.88,54.43,8.98,,23.92,16.6,,,0.88,,,,,,0,
8,Camiguin,Tephra,4.0,50,1.0,,,27.15,51.75,46.62,6.6,,16.24,9.25,,,0.88,,,,,,0,
9,Camiguin,Tephra,4.0,50,100.0,,,21.68,26.24,15.02,1.34,,12.33,16.6,,,,,,,,,0,
10,Camiguin,Tephra,4.0,90,1.0,,,23.86,29.62,25.42,2.84,,14.59,16.6,,,,,,,,,0,
11,Camiguin,Tephra,4.0,90,100.0,,,14.25,4.54,2.68,,,2.16,,,,,,,,,,0,
12,Camiguin,Tephra,5.0,10,1.0,,,1803.16,13337.8,14924.38,2378.33,22.77,7381.23,2906.22,2320.48,8.42,6.43,2.25,,0.59,1.33,84.92,0,
13,Camiguin,Tephra,5.0,10,100.0,,,60.1,87.46,75.87,10.43,,43.53,16.6,,,0.88,,,,,,0,
14,Camiguin,Tephra,5.0,50,1.0,,,834.73,8067.91,5171.27,640.81,7.47,3797.42,1377.61,1348.34,1.06,2.21,1.3,,0.59,0.59,43.29,0,
15,Camiguin,Tephra,5.0,50,100.0,,,28.39,46.62,42.68,4.72,,15.63,16.6,,,,,,,,,0,
16,Camiguin,Tephra,5.0,90,1.0,,,554.35,3646.58,2150.93,313.0,2.94,1621.97,681.66,620.17,0.72,1.22,1.2,,0.59,0.03,20.35,0,
17,Camiguin,Tephra,5.0,90,100.0,,,18.46,11.31,9.22,0.71,,12.33,3.2,,,,,,,,,0,
18,Camiguin,BAF,,10,,300.0,9800000.0,14.25,9.82,4.29,0.02,,,,,,,,,,,,0,
19,Camiguin,BAF,,50,,300.0,9800000.0,7.93,6.64,2.09,,,,,,,,,,,,,0,
20,Camiguin,BAF,,90,,300.0,9800000.0,,,,,,,,,,,,,,,,0,
21,Camiguin,BAF,,10,,990.0,9800000.0,17.47,15.26,7.07,0.41,,2.16,,,,,,,,,,0,
22,Camiguin,BAF,,50,,990.0,9800000.0,7.93,11.18,5.46,0.08,,,,,,,,,,,,0,
23,Camiguin,BAF,,90,,990.0,9800000.0,,,,,,,,,,,,,,,,0,
24,Camiguin,BAF,,10,,300.0,450000.0,,,,,,,,,,,,,,,,0,
25,Camiguin,BAF,,50,,300.0,450000.0,,,,,,,,,,,,,,,,0,
26,Camiguin,BAF,,90,,300.0,450000.0,,,,,,,,,,,,,,,,0,
27,Camiguin,BAF,,10,,990.0,450000.0,,1.31,,,,,,,,,,,,,,0,
28,Camiguin,BAF,,50,,990.0,450000.0,,0.65,,,,,,,,,,,,,,0,
29,Camiguin,BAF,,90,,990.0,450000.0,,,,,,,,,,,,,,,,0,
30,Camiguin,PDC,3.0,10,,,,55.03,79.26,67.94,9.77,,36.91,16.6,,,0.88,,,,,,0,
31,Camiguin,PDC,3.0,50,,,,35.78,56.75,51.88,8.96,,21.39,16.6,,,0.88,,,,,,0,
32,Camiguin,PDC,3.0,90,,,,23.77,38.59,31.77,5.47,,18.78,16.6,,,,,,,,,0,
33,Camiguin,PDC,4.0,10,,,,63.83,91.5,80.51,10.43,,43.76,16.6,,,0.88,,,,,,0,
34,Camiguin,PDC,4.0,50,,,,43.05,77.13,60.95,9.27,,33.08,16.6,,,0.88,,,,,,0,
35,Camiguin,PDC,4.0,90,,,,30.2,53.77,50.11,8.96,,21.39,16.6,,,,,,,,,0,
36,Camiguin,PDC,5.0,10,,,,63.83,91.5,80.51,10.43,,43.76,16.6,,,0.88,,,,,,0,
37,Camiguin,PDC,5.0,50,,,,53.74,83.22,73.55,10.23,,38.94,16.6,,,0.88,,,,,,0,
38,Camiguin,PDC,5.0,90,,,,38.52,67.87,55.47,8.98,,21.39,16.6,,,0.88,,,,,,0,
0,Camiguin,Tephra,3.0,10,1.0,,,27.74,31.74,32.18,3.22,,8.36,14.33,,,,,,,,,1,
1,Camiguin,Tephra,3.0,10,100.0,,,14.25,11.31,4.2,0.82,,10.35,12.24,,,,,,,,,1,
2,Camiguin,Tephra,3.0,50,1.0,,,21.68,23.72,20.52,2.69,,9.3,16.6,,,,,,,,,1,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,9.46,3.16,,,6.21,9.25,,,,,,,,,1,
4,Camiguin,Tephra,3.0,90,1.0,,,21.68,25.05,21.91,2.69,,9.7,16.6,,,,,,,,,1,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,4.78,2.68,,,3.02,,,,,,,,,,1,
6,Camiguin,Tephra,4.0,10,1.0,,,247.92,698.77,476.12,120.4,0.91,443.13,197.43,,,1.01,0.94,,,0.03,8.08,1,
7,Camiguin,Tephra,4.0,10,100.0,,,18.46,5.85,5.8,0.63,,12.33,3.2,,,,,,,,,1,
8,Camiguin,Tephra,4.0,50,1.0,,,213.08,533.31,392.7,106.23,0.5,332.62,149.24,,,1.01,0.82,,,0.03,4.8,1,
9,Camiguin,Tephra,4.0,50,100.0,,,14.25,4.54,2.64,,,2.16,,,,,,,,,,1,
10,Camiguin,Tephra,4.0,90,1.0,,,79.84,117.06,71.76,8.99,,82.82,16.6,,,,,,,,0.25,1,
11,Camiguin,Tephra,4.0,90,100.0,,,14.25,3.18,,,,,,,,,,,,,,1,
12,Camiguin,Tephra,5.0,10,1.0,,,1347.71,9998.05,11931.26,2019.98,24.11,5452.52,2131.53,1869.29,12.75,5.6,2.38,,0.59,1.37,81.49,1,
13,Camiguin,Tephra,5.0,10,100.0,,,93.45,175.5,109.17,36.12,,97.33,55.64,,,0.86,,,,,,1,
14,Camiguin,Tephra,5.0,50,1.0,,,1299.81,7301.79,9993.97,1726.29,22.82,3982.75,1724.74,1425.75,12.41,6.27,2.34,,0.59,1.2,65.73,1,
15,Camiguin,Tephra,5.0,50,100.0,,,18.46,11.31,9.22,0.71,,12.33,3.2,,,,,,,,,1,
16,Camiguin,Tephra,5.0,90,1.0,,,740.46,4295.43,3811.59,498.38,10.27,2283.45,1012.19,802.93,0.05,1.02,1.28,,0.59,0.44,30.27,1,
17,Camiguin,Tephra,5.0,90,100.0,,,18.46,6.72,4.03,0.63,,6.21,,,,,,,,,,1,
0,Camiguin,Tephra,3.0,10,1.0,,,27.9,28.92,33.4,3.76,,8.36,14.33,,,,,,,,,2,
1,Camiguin,Tephra,3.0,10,100.0,,,14.25,15.09,4.93,0.82,,10.35,12.24,,,,,,,,,2,
2,Camiguin,Tephra,3.0,50,1.0,,,23.12,23.12,24.66,4.43,,10.8,14.33,,,,,,,,,2,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,14.31,3.16,0.19,,6.21,12.24,,,,,,,,,2,
4,Camiguin,Tephra,3.0,90,1.0,,,21.68,24.76,20.52,2.69,,9.3,16.6,,,,,,,,,2,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,7.95,3.16,,,6.21,,,,,,,,,,2,
6,Camiguin,Tephra,4.0,10,1.0,,,308.04,750.95,493.8,129.1,0.62,491.22,169.26,,,1.89,0.94,,,0.03,6.16,2,
7,Camiguin,Tephra,4.0,10,100.0,,,18.46,11.85,11.4,1.01,,12.33,7.35,,,,,,,,,2,
8,Camiguin,Tephra,4.0,50,1.0,,,160.58,353.83,328.33,86.54,0.28,223.35,99.29,,,,,,,,3.71,2,
9,Camiguin,Tephra,4.0,50,100.0,,,18.46,7.37,4.03,0.63,,10.35,3.2,,,,,,,,,2,
10,Camiguin,Tephra,4.0,90,1.0,,,50.84,40.89,30.44,4.72,,31.47,16.6,,,,,,,,,2,
11,Camiguin,Tephra,4.0,90,100.0,,,14.25,3.18,0.39,,,2.16,,,,,,,,,,2,
12,Camiguin,Tephra,5.0,10,1.0,,,1671.56,11957.28,14241.85,2475.5,24.27,6645.54,2628.61,2098.19,13.43,7.72,2.38,,0.59,1.37,90.07,2,
13,Camiguin,Tephra,5.0,10,100.0,,,89.91,143.9,101.87,15.59,,80.29,22.39,,,,,,,,,2,
14,Camiguin,Tephra,5.0,50,1.0,,,1188.36,7476.13,8886.42,1530.98,13.05,4382.86,1624.29,1467.79,5.23,5.57,2.13,,0.59,0.99,64.46,2,
15,Camiguin,Tephra,5.0,50,100.0,,,21.68,28.59,17.39,1.34,,13.83,16.6,,,,,,,,,2,
16,Camiguin,Tephra,5.0,90,1.0,,,718.44,4632.42,3415.16,495.49,7.06,2296.39,1030.18,863.08,0.11,1.06,1.29,,0.59,0.42,30.32,2,
17,Camiguin,Tephra,5.0,90,100.0,,,18.46,9.46,6.42,0.71,,10.35,,,,,,,,,,2,
0,Camiguin,Tephra,3.0,10,1.0,,,21.56,38.96,35.87,3.65,,8.99,13.41,,,,,,,,,3,
1,Camiguin,Tephra,3.0,10,100.0,,,14.52,18.23,6.16,0.93,,10.35,13.29,,,,,,,,,3,
2,Camiguin,Tephra,3.0,50,1.0,,,22.69,23.85,22.05,3.63,,10.8,16.6,,,,,,,,,3,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,11.31,3.16,0.58,,6.21,11.53,,,,,,,,,3,
4,Camiguin,Tephra,3.0,90,1.0,,,22.69,23.92,22.14,2.81,,9.3,16.6,,,,,,,,,3,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,10.11,3.16,,,6.21,9.25,,,,,,,,,3,
6,Camiguin,Tephra,4.0,10,1.0,,,264.19,648.17,449.58,120.85,0.62,410.2,143.05,,,1.89,0.82,,,0.03,5.78,3,
7,Camiguin,Tephra,4.0,10,100.0,,,18.75,20.79,11.64,1.01,,14.59,16.6,,,,,,,,,3,
8,Camiguin,Tephra,4.0,50,1.0,,,145.22,325.39,206.63,49.73,,183.42,70.71,,,0.11,0.82,,,,0.9,3,
9,Camiguin,Tephra,4.0,50,100.0,,,18.46,5.2,3.95,0.63,,6.21,3.2,,,,,,,,,3,
10,Camiguin,Tephra,4.0,90,1.0,,,43.57,43.32,45.04,3.59,,20.96,16.6,,,,,,,,,3,
11,Camiguin,Tephra,4.0,90,100.0,,,14.25,3.18,2.68,,,2.16,,,,,,,,,,3,
12,Camiguin,Tephra,5.0,10,1.0,,,1633.95,11384.3,13430.84,2279.15,22.77,6288.58,2336.36,1991.37,6.67,7.18,2.25,,0.59,1.31,91.22,3,
13,Camiguin,Tephra,5.0,10,100.0,,,61.09,73.26,59.98,7.44,,38.37,16.6,,,,,,,,,3,
14,Camiguin,Tephra,5.0,50,1.0,,,1165.71,7497.72,8185.16,1465.23,13.05,4236.06,1588.43,1398.19,5.21,5.57,2.13,,0.59,0.99,62.02,3,
15,Camiguin,Tephra,5.0,50,100.0,,,21.97,29.29,13.56,1.34,,14.59,16.6,,,,,,,,,3,
16,Camiguin,Tephra,5.0,90,1.0,,,764.5,5292.78,3713.09,525.86,7.06,2447.59,1062.41,918.49,0.78,1.28,1.29,,0.59,0.42,31.05,3,
17,Camiguin,Tephra,5.0,90,100.0,,,18.46,11.31,9.45,0.71,,10.35,3.2,,,,,,,,,3,
0,Camiguin,Tephra,3.0,10,1.0,,,23.71,43.98,37.95,3.79,,10.53,12.46,,,,,,,,,4,
1,Camiguin,Tephra,3.0,10,100.0,,,18.46,22.71,8.83,0.93,,10.35,16.6,,,,,,,,,4,
2,Camiguin,Tephra,3.0,50,1.0,,,27.9,28.65,33.85,3.76,,8.99,14.33,,,,,,,,,4,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,18.23,4.82,0.82,,10.35,12.44,,,,,,,,,4,
4,Camiguin,Tephra,3.0,90,1.0,,,23.12,24.48,24.29,4.43,,9.3,16.6,,,,,,,,,4,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,11.31,3.16,0.19,,6.21,11.53,,,,,,,,,4,
6,Camiguin,Tephra,4.0,10,1.0,,,141.23,249.94,179.73,25.46,0.08,183.88,36.35,14.79,,0.88,,,,,1.5,4,
7,Camiguin,Tephra,4.0,10,100.0,,,26.3,36.33,30.93,1.89,,14.59,16.6,,,,,,,,,4,
8,Camiguin,Tephra,4.0,50,1.0,,,69.74,104.65,80.59,8.5,,57.6,12.44,,,,,,,,0.25,4,
9,Camiguin,Tephra,4.0,50,100.0,,,18.46,11.31,9.81,1.01,,12.33,7.35,,,,,,,,,4,
10,Camiguin,Tephra,4.0,90,1.0,,,23.71,42.33,39.81,4.09,,9.47,16.6,,,,,,,,,4,
11,Camiguin,Tephra,4.0,90,100.0,,,18.46,9.46,4.72,0.63,,10.35,3.2,,,,,,,,,4,
12,Camiguin,Tephra,5.0,10,1.0,,,1548.74,11901.89,11852.29,2079.47,14.42,6589.89,2474.58,2037.54,7.15,6.92,2.13,,0.59,1.19,71.18,4,
13,Camiguin,Tephra,5.0,10,100.0,,,39.41,74.63,61.29,8.99,,28.88,16.6,,,,,,,,,4,
14,Camiguin,Tephra,5.0,50,1.0,,,1232.81,9579.35,8819.54,1635.11,10.04,5154.42,1948.14,1660.05,5.46,6.79,2.13,,0.59,0.78,65.62,4,
15,Camiguin,Tephra,5.0,50,100.0,,,27.74,46.17,38.05,4.58,,14.59,16.6,,,,,,,,,4,
16,Camiguin,Tephra,5.0,90,1.0,,,818.19,6520.49,4112.83,587.83,7.06,3198.09,1237.92,986.47,0.88,2.21,1.38,,0.59,0.46,39.45,4,
17,Camiguin,Tephra,5.0,90,100.0,,,22.32,29.69,15.73,1.34,,14.59,16.6,,,,,,,,,4,
0,Camiguin,Tephra,3.0,10,1.0,,,41.73,54.13,46.91,6.53,,22.65,12.46,,,0.88,,,,,,5,
1,Camiguin,Tephra,3.0,10,100.0,,,14.25,26.24,14.89,1.15,,10.35,16.6,,,,,,,,,5,
2,Camiguin,Tephra,3.0,50,1.0,,,30.36,41.94,37.29,3.76,,18.02,12.57,,,,,,,,,5,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,22.23,11.44,1.13,,10.35,13.3,,,,,,,,,5,
4,Camiguin,Tephra,3.0,90,1.0,,,27.28,27.86,29.12,4.29,,11.85,14.33,,,,,,,,,5,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,18.76,5.54,0.19,,6.21,12.44,,,,,,,,,5,
6,Camiguin,Tephra,4.0,10,1.0,,,81.45,225.91,154.14,12.39,,163.37,11.24,40.16,,0.88,,,,,0.64,5,
7,Camiguin,Tephra,4.0,10,100.0,,,30.36,53.1,47.13,7.04,,21.08,16.6,,,,,,,,,5,
8,Camiguin,Tephra,4.0,50,1.0,,,44.66,60.07,58.81,8.41,,29.17,9.25,,,0.88,,,,,,5,
9,Camiguin,Tephra,4.0,50,100.0,,,22.78,32.34,22.1,1.74,,14.59,16.6,,,,,,,,,5,
10,Camiguin,Tephra,4.0,90,1.0,,,34.59,58.46,48.99,6.67,,21.23,9.25,,,0.88,,,,,,5,
11,Camiguin,Tephra,4.0,90,100.0,,,21.68,25.84,12.79,1.34,,12.33,16.6,,,,,,,,,5,
12,Camiguin,Tephra,5.0,10,1.0,,,1619.53,12711.14,10873.48,1724.4,10.04,6788.33,2677.42,2061.05,5.29,4.96,2.06,,0.59,0.8,65.42,5,
13,Camiguin,Tephra,5.0,10,100.0,,,55.03,86.01,72.53,9.88,,42.26,16.6,,,0.88,,,,,,5,
14,Camiguin,Tephra,5.0,50,1.0,,,1158.37,10307.96,8093.29,1169.94,7.63,5339.9,2024.08,1658.52,3.29,3.55,1.38,,0.59,0.61,47.52,5,
15,Camiguin,Tephra,5.0,50,100.0,,,33.7,57.92,50.02,7.88,,21.08,16.6,,,,,,,,,5,
16,Camiguin,Tephra,5.0,90,1.0,,,766.26,6172.43,3772.9,490.42,7.47,3022.87,1060.5,967.97,0.82,2.21,1.24,,0.59,0.34,34.93,5,
17,Camiguin,Tephra,5.0,90,100.0,,,27.9,45.71,38.58,4.58,,14.59,16.6,,,,,,,,,5,
0,Camiguin,Tephra,3.0,10,1.0,,,60.1,75.14,62.1,8.88,,37.31,12.46,,,0.88,,,,,,6,
1,Camiguin,Tephra,3.0,10,100.0,,,14.25,26.42,16.07,1.55,,10.35,16.6,,,,,,,,,6,
2,Camiguin,Tephra,3.0,50,1.0,,,33.78,48.98,40.25,5.75,,19.89,12.46,,,,,,,,,6,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,24.83,13.46,1.15,,10.35,16.6,,,,,,,,,6,
4,Camiguin,Tephra,3.0,90,1.0,,,23.77,27.98,28.71,4.29,,10.35,14.33,,,,,,,,,6,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,18.76,5.21,0.19,,6.21,12.24,,,,,,,,,6,
6,Camiguin,Tephra,4.0,10,1.0,,,70.31,154.39,49.57,11.63,,108.61,26.69,,,0.99,0.82,,,,,6,
7,Camiguin,Tephra,4.0,10,100.0,,,30.24,55.63,51.27,8.96,,21.39,16.6,,,,,,,,,6,
8,Camiguin,Tephra,4.0,50,1.0,,,38.8,55.79,44.79,7.35,,22.83,9.25,,,0.88,,,,,,6,
9,Camiguin,Tephra,4.0,50,100.0,,,22.78,32.34,23.82,1.79,,14.59,16.6,,,,,,,,,6,
10,Camiguin,Tephra,4.0,90,1.0,,,22.68,38.4,35.76,4.18,,10.53,16.6,,,,,,,,,6,
11,Camiguin,Tephra,4.0,90,100.0,,,18.46,11.85,9.99,0.71,,10.35,3.2,,,,,,,,,6,
12,Camiguin,Tephra,5.0,10,1.0,,,1108.61,10326.13,7654.33,955.89,7.63,5205.83,1977.81,1691.32,3.06,2.56,0.47,,0.59,0.61,38.85,6,
13,Camiguin,Tephra,5.0,10,100.0,,,64.68,119.19,78.34,15.39,,78.12,29.34,,,0.99,0.82,,,,,6,
14,Camiguin,Tephra,5.0,50,1.0,,,827.55,8335.66,5160.62,592.28,3.79,3811.63,1427.5,1399.47,2.37,2.28,1.24,,0.59,0.61,34.33,6,
15,Camiguin,Tephra,5.0,50,100.0,,,31.65,50.71,49.32,7.88,,21.08,16.6,,,,,,,,,6,
16,Camiguin,Tephra,5.0,90,1.0,,,589.28,5364.46,2683.14,328.06,2.94,2135.9,815.64,776.57,0.79,2.1,1.2,,0.59,0.07,25.45,6,
17,Camiguin,Tephra,5.0,90,100.0,,,21.68,27.92,21.23,1.34,,13.83,16.6,,,,,,,,,6,
0,Camiguin,Tephra,3.0,10,1.0,,,55.9,74.09,63.44,6.86,,36.74,12.46,,,0.88,,,,,,7,
1,Camiguin,Tephra,3.0,10,100.0,,,17.47,35.41,18.13,3.7,,14.67,16.6,,,,,,,,,7,
2,Camiguin,Tephra,3.0,50,1.0,,,53.7,71.0,60.43,9.26,,34.19,12.46,,,0.88,,,,,,7,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,26.24,14.66,0.92,,10.35,16.6,,,,,,,,,7,
4,Camiguin,Tephra,3.0,90,1.0,,,28.22,32.23,32.19,4.9,,17.67,13.41,,,,,,,,,7,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,22.23,8.04,0.44,,6.21,13.29,,,,,,,,,7,
6,Camiguin,Tephra,4.0,10,1.0,,,22.28,141.13,85.51,3.45,,92.66,11.24,44.78,,,,,,,,7,
7,Camiguin,Tephra,4.0,10,100.0,,,46.41,77.64,64.45,9.77,,37.27,16.6,,,0.88,,,,,,7,
8,Camiguin,Tephra,4.0,50,1.0,,,36.7,42.46,33.54,1.47,,22.37,,,,0.88,,,,,,7,
9,Camiguin,Tephra,4.0,50,100.0,,,30.2,53.17,50.38,8.96,,21.39,16.6,,,,,,,,,7,
10,Camiguin,Tephra,4.0,90,1.0,,,25.79,51.73,41.59,7.62,,20.67,9.25,,,0.88,,,,,,7,
11,Camiguin,Tephra,4.0,90,100.0,,,21.68,26.42,20.14,1.34,,12.33,16.6,,,,,,,,,7,
12,Camiguin,Tephra,5.0,10,1.0,,,1190.22,10695.22,8032.98,1064.21,7.63,5442.98,2043.52,1754.5,3.29,2.67,1.3,,0.59,0.61,38.86,7,
13,Camiguin,Tephra,5.0,10,100.0,,,63.83,91.5,80.51,10.43,,43.76,16.6,,,0.88,,,,,,7,
14,Camiguin,Tephra,5.0,50,1.0,,,774.2,8169.1,5073.47,593.02,3.52,3721.12,1399.69,1392.28,2.64,1.35,1.24,,0.59,0.33,33.03,7,
15,Camiguin,Tephra,5.0,50,100.0,,,43.05,77.63,56.82,9.27,,33.08,16.6,,,0.88,,,,,,7,
16,Camiguin,Tephra,5.0,90,1.0,,,602.72,5927.25,3270.99,374.88,2.89,2527.95,827.0,912.74,0.92,2.2,1.24,,0.59,0.09,18.22,7,
17,Camiguin,Tephra,5.0,90,100.0,,,25.94,42.46,37.6,4.64,,15.63,16.6,,,,,,,,,7,
0,Camiguin,Tephra,3.0,10,1.0,,,55.9,74.83,64.14,7.75,,37.53,12.46,,,0.88,,,,,,8,
1,Camiguin,Tephra,3.0,10,100.0,,,17.47,31.26,18.13,2.69,,10.35,16.6,,,,,,,,,8,
2,Camiguin,Tephra,3.0,50,1.0,,,55.56,73.44,61.83,9.44,,34.19,12.46,,,0.88,,,,,,8,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,26.42,14.91,0.92,,10.35,16.6,,,,,,,,,8,
4,Camiguin,Tephra,3.0,90,1.0,,,32.08,39.75,41.51,6.33,,22.41,13.41,,,,,,,,,8,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,22.63,12.85,0.49,,10.35,13.29,,,,,,,,,8,
6,Camiguin,Tephra,4.0,10,1.0,,,52.64,95.92,68.69,8.09,,97.59,18.58,20.87,,0.11,0.82,,,,,8,
7,Camiguin,Tephra,4.0,10,100.0,,,39.97,64.7,54.23,9.27,,28.13,16.6,,,0.88,,,,,,8,
8,Camiguin,Tephra,4.0,50,1.0,,,41.47,53.97,38.21,4.29,,38.04,,,,0.88,,,,,,8,
9,Camiguin,Tephra,4.0,50,100.0,,,30.47,51.11,42.8,8.81,,21.39,16.6,,,,,,,,,8,
10,Camiguin,Tephra,4.0,90,1.0,,,30.92,54.62,42.82,7.27,,23.09,9.25,,,0.88,,,,,,8,
11,Camiguin,Tephra,4.0,90,100.0,,,21.68,27.58,21.2,1.74,,12.33,16.6,,,,,,,,,8,
12,Camiguin,Tephra,5.0,10,1.0,,,941.28,9535.39,6439.07,729.95,4.15,4657.03,1724.89,1617.74,2.82,1.4,0.47,,0.59,0.61,36.91,8,
13,Camiguin,Tephra,5.0,10,100.0,,,81.89,126.67,90.98,16.41,,77.28,29.34,,,0.99,0.82,,,,,8,
14,Camiguin,Tephra,5.0,50,1.0,,,682.11,7033.69,3769.85,413.02,2.94,3038.52,1134.76,1059.88,0.83,1.32,1.24,,0.59,0.07,32.07,8,
15,Camiguin,Tephra,5.0,50,100.0,,,44.36,75.72,59.6,9.6,,36.03,16.6,,,0.88,,,,,,8,
16,Camiguin,Tephra,5.0,90,1.0,,,561.48,4859.01,2444.45,316.65,2.48,1972.93,743.72,744.96,0.79,2.1,1.2,,0.59,0.07,20.35,8,
17,Camiguin,Tephra,5.0,90,100.0,,,28.17,48.26,48.14,7.88,,21.08,16.6,,,,,,,,,8,
0,Camiguin,Tephra,3.0,10,1.0,,,63.83,75.31,64.7,7.93,,37.53,12.46,,,0.88,,,,,,9,
1,Camiguin,Tephra,3.0,10,100.0,,,14.25,31.26,17.31,2.5,,10.35,16.6,,,,,,,,,9,
2,Camiguin,Tephra,3.0,50,1.0,,,63.83,78.79,66.99,9.51,,39.41,12.46,,,0.88,,,,,,9,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,25.76,14.61,0.92,,10.35,16.6,,,,,,,,,9,
4,Camiguin,Tephra,3.0,90,1.0,,,29.51,33.21,34.36,6.06,,17.67,13.41,,,,,,,,,9,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,21.18,7.09,0.44,,6.21,13.29,,,,,,,,,9,
6,Camiguin,Tephra,4.0,10,1.0,,,44.58,164.93,95.33,9.58,,112.77,20.09,34.32,,0.11,0.82,,,,,9,
7,Camiguin,Tephra,4.0,10,100.0,,,43.05,75.62,56.26,9.27,,33.08,16.6,,,0.88,,,,,,9,
8,Camiguin,Tephra,4.0,50,1.0,,,33.56,40.39,36.15,1.85,,30.15,5.84,8.71,,0.88,,,,,,9,
9,Camiguin,Tephra,4.0,50,100.0,,,34.81,55.78,53.6,8.96,,23.92,16.6,,,,,,,,,9,
10,Camiguin,Tephra,4.0,90,1.0,,,24.29,52.51,36.66,7.64,,22.65,9.25,,,0.88,,,,,,9,
11,Camiguin,Tephra,4.0,90,100.0,,,21.68,24.22,20.01,1.34,,12.33,16.6,,,,,,,,,9,
12,Camiguin,Tephra,5.0,10,1.0,,,1289.65,11290.8,8610.92,1165.67,7.63,5751.72,2186.61,1870.06,3.41,2.67,1.3,,0.59,0.61,38.86,9,
13,Camiguin,Tephra,5.0,10,100.0,,,63.83,91.5,80.51,10.43,,43.76,16.6,,,0.88,,,,,,9,
14,Camiguin,Tephra,5.0,50,1.0,,,731.16,8242.53,5133.02,574.9,3.61,3744.32,1441.82,1439.46,2.52,1.35,1.24,,0.59,0.46,33.41,9,
15,Camiguin,Tephra,5.0,50,100.0,,,53.74,83.22,73.27,9.97,,38.54,16.6,,,0.88,,,,,,9,
16,Camiguin,Tephra,5.0,90,1.0,,,636.19,6011.88,3201.6,359.43,2.94,2594.24,954.74,881.21,0.79,2.2,1.2,,0.59,0.07,29.31,9,
17,Camiguin,Tephra,5.0,90,100.0,,,25.8,41.27,34.65,4.66,,15.7,16.6,,,,,,,,,9,
0,Camiguin,Tephra,3.0,10,1.0,,,57.23,75.01,64.19,7.93,,37.53,12.46,,,0.88,,,,,,10,
1,Camiguin,Tephra,3.0,10,100.0,,,14.57,32.92,18.1,3.43,,11.08,16.6,,,,,,,,,10,
2,Camiguin,Tephra,3.0,50,1.0,,,43.78,58.12,50.25,7.86,,22.65,12.46,,,0.88,,,,,,10,
3,Camiguin,Tephra,3.0,50,100.0,,,14.25,25.76,14.37,1.15,,10.35,16.6,,,,,,,,,10,
4,Camiguin,Tephra,3.0,90,1.0,,,32.4,48.69,41.52,4.45,,22.05,12.46,,,,,,,,,10,
5,Camiguin,Tephra,3.0,90,100.0,,,14.25,24.43,9.59,0.44,,10.35,16.6,,,,,,,,,10,
6,Camiguin,Tephra,4.0,10,1.0,,,33.86,136.87,86.23,3.32,,72.49,11.24,34.97,,,,,,,,10,
7,Camiguin,Tephra,4.0,10,100.0,,,46.41,79.07,63.22,9.71,,37.17,16.6,,,0.88,,,,,,10,
8,Camiguin,Tephra,4.0,50,1.0,,,38.34,57.06,66.72,5.67,,57.6,5.84,14.79,,0.88,,,,,,10,
9,Camiguin,Tephra,4.0,50,100.0,,,28.39,46.93,41.35,5.7,,19.95,16.6,,,,,,,,,10,
10,Camiguin,Tephra,4.0,90,1.0,,,41.26,61.88,51.59,7.81,,26.58,9.25,,,0.88,,,,,,10,
11,Camiguin,Tephra,4.0,90,100.0,,,23.86,32.38,29.12,1.89,,14.59,16.6,,,,,,,,,10,
12,Camiguin,Tephra,5.0,10,1.0,,,1635.21,12945.95,11632.92,1997.78,10.85,6898.75,2662.13,2172.75,7.28,6.08,2.13,,0.59,1.19,68.46,10,
