,volcano,hazard,VEI,prob,mass,buffer,volume,pop_count,area_crops,area_urban
0,Kelut,Tephra,3,10.0,50,,,1604.9178,3.8961,0.3159
0,Kelut,Tephra,3,10.0,100,,,0.0,1.2879,0.0
0,Kelut,Tephra,3,50.0,1,,,238659.0156,129.8106,45.9513
0,Kelut,Tephra,3,50.0,5,,,46226.0763,17.0424,9.6471
0,Kelut,Tephra,3,50.0,50,,,0.0,1.4742,0.0
0,Kelut,Tephra,3,50.0,100,,,0.0,1.0935,0.0
0,Kelut,Tephra,3,90.0,1,,,160788.9204,77.7843,33.0075
0,Kelut,Tephra,3,90.0,5,,,33073.790400000005,12.3768,6.0021
0,Kelut,Tephra,3,90.0,50,,,0.0,1.3932,0.0
0,Kelut,Tephra,3,90.0,100,,,0.0,1.0125,0.0
0,Kelut,Tephra,4,10.0,1,,,4169058.8949000007,1994.6655,927.3771
0,Kelut,Tephra,4,10.0,5,,,2670478.9641000004,1164.5046,642.978
0,Kelut,Tephra,4,10.0,50,,,566563.1589,267.2028,129.2598
0,Kelut,Tephra,4,10.0,100,,,287253.945,131.5197,58.5792
0,Kelut,Tephra,4,50.0,1,,,3376283.6745000007,1582.7319,787.6683
0,Kelut,Tephra,4,50.0,5,,,2018333.4245999998,846.6444,507.0357
0,Kelut,Tephra,4,50.0,50,,,359005.689,162.7614,77.0796
0,Kelut,Tephra,4,50.0,100,,,152276.15250000003,77.7033,30.5613
0,Kelut,Tephra,4,90.0,1,,,2866979.4075,1285.2837,679.7439
0,Kelut,Tephra,4,90.0,5,,,1209697.6752000002,610.3107,329.6619
0,Kelut,Tephra,4,90.0,50,,,211081.6908,103.2831,41.1561
0,Kelut,Tephra,4,90.0,100,,,83559.4461,39.6495,18.8811
0,Kelut,Tephra,5,10.0,1,,,21007128.63509999,10401.9471,4025.4489
0,Kelut,Tephra,5,10.0,5,,,8355888.2502,4434.0696,1778.0472
0,Kelut,Tephra,5,10.0,50,,,3573098.3087999998,1537.6635,801.6489
0,Kelut,Tephra,5,10.0,100,,,2533943.8899000003,1120.9266,627.9363
0,Kelut,Tephra,5,50.0,1,,,13222424.553300008,7344.3834,2724.7509
0,Kelut,Tephra,5,50.0,5,,,6115527.102599998,3286.1376,1370.2041
0,Kelut,Tephra,5,50.0,50,,,2599706.583000001,1170.8955,639.6246
0,Kelut,Tephra,5,50.0,100,,,1849967.1486000002,794.0187,486.7857
0,Kelut,Tephra,5,90.0,1,,,9934722.818999996,5658.5628,2139.9228
0,Kelut,Tephra,5,90.0,5,,,4879752.9597000005,2430.405,1087.8219
0,Kelut,Tephra,5,90.0,50,,,2163629.564100001,950.5269,551.8044
0,Kelut,Tephra,5,90.0,100,,,1206245.6253000002,589.5747,353.2167
0,Kelut,BAF,,10.0,,300,9800000,0.0,0.2187,0.0
0,Kelut,BAF,,50.0,,300,9800000,0.0,0.1782,0.0
0,Kelut,BAF,,90.0,,300,9800000,0.0,0.162,0.0
0,Kelut,BAF,,10.0,,990,9800000,40.95360000000001,0.5184,0.0
0,Kelut,BAF,,50.0,,990,9800000,6.399000000000001,0.3402,0.0
0,Kelut,BAF,,90.0,,990,9800000,0.0,0.2349,0.0
0,Kelut,BAF,,10.0,,300,450000,0.0,0.0,0.0
0,Kelut,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Kelut,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Kelut,BAF,,10.0,,990,450000,0.0,0.0729,0.0
0,Kelut,BAF,,50.0,,990,450000,0.0,0.0243,0.0
0,Kelut,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Kelut,PDC,3,10.0,,,,392922.2601000001,211.1994,76.6746
0,Kelut,PDC,3,50.0,,,,37223.193600000006,21.3597,6.4233
0,Kelut,PDC,3,90.0,,,,0.0,1.6524,0.0
0,Kelut,PDC,4,10.0,,,,801151.4385,351.945,147.339
0,Kelut,PDC,4,50.0,,,,154615.3434,76.1562,31.2579
0,Kelut,PDC,4,90.0,,,,14767.0128,12.555,2.4705
0,Kelut,PDC,5,10.0,,,,1716374.9906999997,714.9384,351.1188
0,Kelut,PDC,5,50.0,,,,286271.0586,151.4781,57.429
0,Kelut,PDC,5,90.0,,,,72359.97300000001,32.6835,13.6647
0,Kelut,LC,3,10.0,,,,0.0,0.0405,0.0
0,Kelut,LC,3,50.0,,,,0.0,0.0,0.0
0,Kelut,LC,3,90.0,,,,0.0,0.0,0.0
0,Kelut,LC,4,10.0,,,,0.0,1.3122,0.0
0,Kelut,LC,4,50.0,,,,0.0,1.2231,0.0
0,Kelut,LC,4,90.0,,,,0.0,0.7614,0.0
0,Kelut,LC,5,10.0,,,,143164.4058,66.015,29.4273
0,Kelut,LC,5,50.0,,,,121800.66390000001,55.0881,24.1461
0,Kelut,LC,5,90.0,,,,99438.516,43.8939,19.764
0,Lokon-Empung,Tephra,3,10.0,1,,,285560.39700000006,1.3284,36.7254
0,Lokon-Empung,Tephra,3,10.0,5,,,139880.9817,0.081,17.0181
0,Lokon-Empung,Tephra,3,10.0,50,,,27511.8525,0.0648,4.8519
0,Lokon-Empung,Tephra,3,10.0,100,,,8592.844500000001,0.0324,1.6524
0,Lokon-Empung,Tephra,3,50.0,1,,,195741.8865,1.1502,25.9605
0,Lokon-Empung,Tephra,3,50.0,5,,,115717.2075,0.0729,14.5152
0,Lokon-Empung,Tephra,3,50.0,50,,,20206.3653,0.0486,3.9933
0,Lokon-Empung,Tephra,3,50.0,100,,,5080.692600000001,0.0324,0.9882
0,Lokon-Empung,Tephra,3,90.0,1,,,158527.3923,1.0044,20.6145
0,Lokon-Empung,Tephra,3,90.0,5,,,96508.017,0.0729,12.7251
0,Lokon-Empung,Tephra,3,90.0,50,,,16545.918600000005,0.0405,3.1428
0,Lokon-Empung,Tephra,3,90.0,100,,,3312.8838000000005,0.0324,0.7452
0,Lokon-Empung,Tephra,4,10.0,1,,,840098.3283,4.7871,93.7494
0,Lokon-Empung,Tephra,4,10.0,5,,,424012.21470000007,2.2761,53.9055
0,Lokon-Empung,Tephra,4,10.0,50,,,150123.32640000005,1.1421,18.2412
0,Lokon-Empung,Tephra,4,10.0,100,,,53623.296,0.7452,8.8452
0,Lokon-Empung,Tephra,4,50.0,1,,,475506.09360000014,2.5272,62.4996
0,Lokon-Empung,Tephra,4,50.0,5,,,352179.60839999997,1.9278,44.2017
0,Lokon-Empung,Tephra,4,50.0,50,,,71651.2554,1.0935,11.5344
0,Lokon-Empung,Tephra,4,50.0,100,,,26161.6068,0.1134,5.2164
0,Lokon-Empung,Tephra,4,90.0,1,,,429000.2027999999,2.2194,55.4364
0,Lokon-Empung,Tephra,4,90.0,5,,,306986.598,1.8954,37.9647
0,Lokon-Empung,Tephra,4,90.0,50,,,49727.4552,1.0854,8.6832
0,Lokon-Empung,Tephra,4,90.0,100,,,19019.277899999997,0.0567,3.6126
0,Lokon-Empung,Tephra,5,10.0,1,,,2304249.071400001,292.4991,444.1311
0,Lokon-Empung,Tephra,5,10.0,5,,,1372470.7230000012,70.8912,186.786
0,Lokon-Empung,Tephra,5,10.0,50,,,446504.6997,2.3652,57.8664
0,Lokon-Empung,Tephra,5,10.0,100,,,355260.3462,1.944,43.8615
0,Lokon-Empung,Tephra,5,50.0,1,,,2013188.6691000003,221.0895,335.2347
0,Lokon-Empung,Tephra,5,50.0,5,,,930265.4385000004,52.4394,110.565
0,Lokon-Empung,Tephra,5,50.0,50,,,337813.7318999999,2.1546,43.1082
0,Lokon-Empung,Tephra,5,50.0,100,,,250408.20330000005,1.7901,30.3588
0,Lokon-Empung,Tephra,5,90.0,1,,,1387660.6772999992,149.2992,197.3241
0,Lokon-Empung,Tephra,5,90.0,5,,,577485.3852,39.6414,84.645
0,Lokon-Empung,Tephra,5,90.0,50,,,284933.7324000001,1.9926,34.5222
0,Lokon-Empung,Tephra,5,90.0,100,,,173605.33980000002,1.7901,25.0371
0,Lokon-Empung,BAF,,10.0,,300,9800000,1566.3942000000002,0.0324,0.324
0,Lokon-Empung,BAF,,50.0,,300,9800000,711.4392,0.0162,0.2916
0,Lokon-Empung,BAF,,90.0,,300,9800000,41.66640000000001,0.0162,0.243
0,Lokon-Empung,BAF,,10.0,,990,9800000,7887.8772,0.0405,1.6524
0,Lokon-Empung,BAF,,50.0,,990,9800000,6653.040300000001,0.0405,1.3446
0,Lokon-Empung,BAF,,90.0,,990,9800000,4703.9859,0.0324,0.9072
0,Lokon-Empung,BAF,,10.0,,300,450000,155.9736,0.0324,0.0
0,Lokon-Empung,BAF,,50.0,,300,450000,72.60840000000002,0.0162,0.0
0,Lokon-Empung,BAF,,90.0,,300,450000,32.2704,0.0162,0.0
0,Lokon-Empung,BAF,,10.0,,990,450000,268.92,0.0324,0.0
0,Lokon-Empung,BAF,,50.0,,990,450000,268.92,0.0324,0.0
0,Lokon-Empung,BAF,,90.0,,990,450000,258.1632,0.0324,0.0
0,Lokon-Empung,PDC,3,10.0,,,,613780.5780000001,0.8019,61.4952
0,Lokon-Empung,PDC,3,50.0,,,,197308.4508,0.1215,19.9989
0,Lokon-Empung,PDC,3,90.0,,,,30195.520200000003,0.0405,3.7422
0,Lokon-Empung,PDC,4,10.0,,,,796187.8232999999,5.5242,103.599
0,Lokon-Empung,PDC,4,50.0,,,,329661.85140000004,0.2835,42.1524
0,Lokon-Empung,PDC,4,90.0,,,,158666.9715,0.0891,12.6117
0,Lokon-Empung,PDC,5,10.0,,,,862233.3117000001,10.4571,126.4086
0,Lokon-Empung,PDC,5,50.0,,,,594740.7828,0.9801,61.8759
0,Lokon-Empung,PDC,5,90.0,,,,270220.95720000006,0.2187,33.2586
0,Lokon-Empung,LC,3,10.0,,,,268.9200000000001,0.0324,0.0
0,Lokon-Empung,LC,3,50.0,,,,268.92,0.0324,0.0
0,Lokon-Empung,LC,3,90.0,,,,190.9332,0.0,0.0
0,Lokon-Empung,LC,4,10.0,,,,1506.1302000000003,0.0324,0.3564
0,Lokon-Empung,LC,4,50.0,,,,268.9200000000001,0.0324,0.0
0,Lokon-Empung,LC,4,90.0,,,,268.92,0.0324,0.0
0,Lokon-Empung,LC,5,10.0,,,,266854.7916,0.5508,32.4081
0,Lokon-Empung,LC,5,50.0,,,,249977.7126,0.3645,30.1482
0,Lokon-Empung,LC,5,90.0,,,,229487.30460000003,0.1944,25.9119
0,Mayon,Tephra,3,10.0,1,,,334778.84819999995,115.4088,17.8929
0,Mayon,Tephra,3,10.0,5,,,147155.14620000002,34.2954,7.6788
0,Mayon,Tephra,3,10.0,50,,,7829.492399999999,3.4587,0.1215
0,Mayon,Tephra,3,10.0,100,,,235.2645,1.0206,0.0
0,Mayon,Tephra,3,50.0,1,,,241311.46589999998,66.096,13.2354
0,Mayon,Tephra,3,50.0,5,,,71709.34860000001,15.2199,2.9241
0,Mayon,Tephra,3,50.0,50,,,2758.8519,1.8306,0.0405
0,Mayon,Tephra,3,50.0,100,,,0.0,0.5265,0.0
0,Mayon,Tephra,3,90.0,1,,,183978.26460000002,47.3769,9.396
0,Mayon,Tephra,3,90.0,5,,,50484.6837,13.6971,1.7091
0,Mayon,Tephra,3,90.0,50,,,558.5274000000001,1.1745,0.0243
0,Mayon,Tephra,3,90.0,100,,,0.0,0.4212,0.0
0,Mayon,Tephra,4,10.0,1,,,1392236.4726,494.1,67.7079
0,Mayon,Tephra,4,10.0,5,,,844851.9834000001,251.7075,41.0184
0,Mayon,Tephra,4,10.0,50,,,254049.4773,94.3326,15.0822
0,Mayon,Tephra,4,10.0,100,,,171326.45340000003,54.4158,10.044
0,Mayon,Tephra,4,50.0,1,,,973644.7454999997,347.3928,45.9594
0,Mayon,Tephra,4,50.0,5,,,531852.1155,182.3958,26.3169
0,Mayon,Tephra,4,50.0,50,,,162285.6951,49.6368,9.3879
0,Mayon,Tephra,4,50.0,100,,,65105.4672,20.736,3.4911
0,Mayon,Tephra,4,90.0,1,,,781961.7123,260.9982,38.5884
0,Mayon,Tephra,4,90.0,5,,,369597.1032,150.6438,18.5814
0,Mayon,Tephra,4,90.0,50,,,82241.4627,21.0114,4.1796
0,Mayon,Tephra,4,90.0,100,,,28436.224500000004,8.3916,1.296
0,Mayon,Tephra,5,10.0,1,,,3425865.8318999964,1328.967,144.3987
0,Mayon,Tephra,5,10.0,5,,,2354983.2674999996,1016.874,106.4178
0,Mayon,Tephra,5,10.0,50,,,869379.0182999999,284.7717,39.9573
0,Mayon,Tephra,5,10.0,100,,,611653.4694000002,213.4512,28.6902
0,Mayon,Tephra,5,50.0,1,,,2902804.168500001,1191.9393,121.3056
0,Mayon,Tephra,5,50.0,5,,,1913260.030199999,790.6815,92.5506
0,Mayon,Tephra,5,50.0,50,,,644851.3518,226.719,30.4317
0,Mayon,Tephra,5,50.0,100,,,411482.00070000003,171.4527,20.3148
0,Mayon,Tephra,5,90.0,1,,,2596911.637500001,1134.2997,115.506
0,Mayon,Tephra,5,90.0,5,,,1336799.1167999995,643.14,61.1631
0,Mayon,Tephra,5,90.0,50,,,517899.11220000003,192.6747,24.8751
0,Mayon,Tephra,5,90.0,100,,,326208.1491000001,145.8162,17.3502
0,Mayon,BAF,,10.0,,300,9800000,0.0,0.3969,0.0
0,Mayon,BAF,,50.0,,300,9800000,0.0,0.2754,0.0
0,Mayon,BAF,,90.0,,300,9800000,0.0,0.0,0.0
0,Mayon,BAF,,10.0,,990,9800000,0.0,1.0692,0.0
0,Mayon,BAF,,50.0,,990,9800000,0.0,0.9963,0.0
0,Mayon,BAF,,90.0,,990,9800000,0.0,0.0081,0.0
0,Mayon,BAF,,10.0,,300,450000,0.0,0.0324,0.0
0,Mayon,BAF,,50.0,,300,450000,0.0,0.0162,0.0
0,Mayon,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Mayon,BAF,,10.0,,990,450000,0.0,0.1215,0.0
0,Mayon,BAF,,50.0,,990,450000,0.0,0.0972,0.0
0,Mayon,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Mayon,PDC,3,10.0,,,,927436.5783,186.2676,45.4653
0,Mayon,PDC,3,50.0,,,,578886.0048000001,67.8375,31.2579
0,Mayon,PDC,3,90.0,,,,197770.6692,29.5083,6.5772
0,Mayon,PDC,4,10.0,,,,1131158.6415,257.8392,51.7752
0,Mayon,PDC,4,50.0,,,,714471.8562,109.2123,36.9927
0,Mayon,PDC,4,90.0,,,,387368.1144,46.9476,20.6145
0,Mayon,PDC,5,10.0,,,,1106471.7369000004,252.2016,49.9527
0,Mayon,PDC,5,50.0,,,,756566.3493000001,123.9219,38.4669
0,Mayon,PDC,5,90.0,,,,584282.6946,69.8787,31.5981
0,Mayon,LC,3,10.0,,,,0.0,0.0,0.0
0,Mayon,LC,3,50.0,,,,0.0,0.0,0.0
0,Mayon,LC,3,90.0,,,,0.0,0.0,0.0
0,Mayon,LC,4,10.0,,,,431.325,1.0125,0.0081
0,Mayon,LC,4,50.0,,,,0.0,0.6399,0.0
0,Mayon,LC,4,90.0,,,,0.0,0.3807,0.0
0,Mayon,LC,5,10.0,,,,320683.69800000003,43.7319,14.2641
0,Mayon,LC,5,50.0,,,,259805.66940000004,38.718,10.53
0,Mayon,LC,5,90.0,,,,191276.00819999998,31.8168,7.2738
0,Merapi,Tephra,3,10.0,1,,,1010888.5617,199.5678,150.7086
0,Merapi,Tephra,3,10.0,5,,,324662.0859,59.1705,38.6856
0,Merapi,Tephra,3,10.0,50,,,52092.20160000001,13.6323,4.4226
0,Merapi,Tephra,3,10.0,100,,,16822.177200000002,4.1715,0.4941
0,Merapi,Tephra,3,50.0,1,,,762981.2415000001,149.2992,105.543
0,Merapi,Tephra,3,50.0,5,,,244982.96100000004,38.9043,25.029
0,Merapi,Tephra,3,50.0,50,,,31959.8865,8.6427,2.3328
0,Merapi,Tephra,3,50.0,100,,,8216.737200000001,1.5471,0.0405
0,Merapi,Tephra,3,90.0,1,,,627645.2508,114.8499,86.3946
0,Merapi,Tephra,3,90.0,5,,,204549.40529999998,32.5539,19.926
0,Merapi,Tephra,3,90.0,50,,,24945.804900000003,6.6663,1.4418
0,Merapi,Tephra,3,90.0,100,,,5906.601000000001,0.8667,0.0
0,Merapi,Tephra,4,10.0,1,,,5577047.6562,1433.2383,824.0373
0,Merapi,Tephra,4,10.0,5,,,2829450.2202000003,610.9101,439.0929
0,Merapi,Tephra,4,10.0,50,,,939967.6833000001,176.9364,135.2214
0,Merapi,Tephra,4,10.0,100,,,602711.28,108.3375,78.9993
0,Merapi,Tephra,4,50.0,1,,,4217947.319700001,1051.1694,597.8124
0,Merapi,Tephra,4,50.0,5,,,1845395.1440999997,435.0105,304.4142
0,Merapi,Tephra,4,50.0,50,,,657366.7833,120.3498,88.047
0,Merapi,Tephra,4,50.0,100,,,396604.36620000005,59.3973,47.0205
0,Merapi,Tephra,4,90.0,1,,,3073217.9868,709.6977,462.1779
0,Merapi,Tephra,4,90.0,5,,,1570459.8573000005,362.9205,249.2694
0,Merapi,Tephra,4,90.0,50,,,461773.99350000004,73.9692,59.2596
0,Merapi,Tephra,4,90.0,100,,,199323.666,33.6312,24.948
0,Merapi,Tephra,5,10.0,1,,,23489041.01669997,7108.0416,3018.8214
0,Merapi,Tephra,5,10.0,5,,,11502150.749099998,2995.8579,1583.6229
0,Merapi,Tephra,5,10.0,50,,,3880030.0050000004,1086.372,570.3858
0,Merapi,Tephra,5,10.0,100,,,2446803.1098,634.554,385.9245
0,Merapi,Tephra,5,50.0,1,,,15078946.505400004,4563.4266,2040.6816
0,Merapi,Tephra,5,50.0,5,,,8041469.902200004,2209.3479,1093.8969
0,Merapi,Tephra,5,50.0,50,,,2550876.9156000004,707.3001,390.4848
0,Merapi,Tephra,5,50.0,100,,,1628895.5091,387.5121,249.1965
0,Merapi,Tephra,5,90.0,1,,,11946842.336700004,3373.7715,1617.7158
0,Merapi,Tephra,5,90.0,5,,,6524858.391299999,1815.1938,877.7727
0,Merapi,Tephra,5,90.0,50,,,1908245.2797,506.8494,284.3181
0,Merapi,Tephra,5,90.0,100,,,1312626.4164,286.1244,193.6305
0,Merapi,BAF,,10.0,,300,9800000,2594.8431,0.9801,0.0486
0,Merapi,BAF,,50.0,,300,9800000,434.0546999999999,0.3483,0.0
0,Merapi,BAF,,90.0,,300,9800000,0.0,0.0,0.0
0,Merapi,BAF,,10.0,,990,9800000,9000.177300000001,2.2275,0.6642
0,Merapi,BAF,,50.0,,990,9800000,2128.8906,0.729,0.2187
0,Merapi,BAF,,90.0,,990,9800000,448.0758000000001,0.0,0.0
0,Merapi,BAF,,10.0,,300,450000,948.8664000000001,0.0,0.0
0,Merapi,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Merapi,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Merapi,BAF,,10.0,,990,450000,1347.8886,0.162,0.0
0,Merapi,BAF,,50.0,,990,450000,540.3267000000001,0.0081,0.0
0,Merapi,BAF,,90.0,,990,450000,448.0758,0.0,0.0
0,Merapi,PDC,3,10.0,,,,3014163.5922,569.6649,564.4323
0,Merapi,PDC,3,50.0,,,,553544.4177000001,95.8392,95.3208
0,Merapi,PDC,3,90.0,,,,202821.10830000002,35.9154,25.6932
0,Merapi,PDC,4,10.0,,,,4738032.225000001,946.9305,854.5257
0,Merapi,PDC,4,50.0,,,,946134.1161000001,161.0361,171.8901
0,Merapi,PDC,4,90.0,,,,313772.40540000005,46.899,43.983
0,Merapi,PDC,5,10.0,,,,6035507.380799999,1416.6981,1108.8009
0,Merapi,PDC,5,50.0,,,,1339558.965,259.443,265.0968
0,Merapi,PDC,5,90.0,,,,464404.8006000001,73.6128,74.5281
0,Merapi,LC,3,10.0,,,,1238.7978,0.0,0.0
0,Merapi,LC,3,50.0,,,,882.9729000000002,0.0,0.0
0,Merapi,LC,3,90.0,,,,52.714800000000004,0.0,0.0
0,Merapi,LC,4,10.0,,,,17310.429,4.3092,0.5589
0,Merapi,LC,4,50.0,,,,9777.1455,2.2356,0.081
0,Merapi,LC,4,90.0,,,,4182.7509,0.8667,0.0162
0,Merapi,LC,5,10.0,,,,366229.72260000004,58.5873,48.3165
0,Merapi,LC,5,50.0,,,,329646.4938,52.7877,42.2982
0,Merapi,LC,5,90.0,,,,289701.0441,48.7458,34.7733
0,Taal,Tephra,3,10.0,1,,,224928.5517,55.5822,37.2276
0,Taal,Tephra,3,10.0,5,,,62535.8637,14.0535,8.9586
0,Taal,Tephra,3,10.0,50,,,12532.3848,7.4439,1.0449
0,Taal,Tephra,3,10.0,100,,,5233.5315,6.6177,0.5265
0,Taal,Tephra,3,50.0,1,,,111745.8828,21.3111,18.063
0,Taal,Tephra,3,50.0,5,,,32715.033300000003,10.6758,4.0176
0,Taal,Tephra,3,50.0,50,,,4058.6832,6.4233,0.405
0,Taal,Tephra,3,50.0,100,,,2227.419,5.427,0.1458
0,Taal,Tephra,3,90.0,1,,,44916.759900000005,11.1294,7.9785
0,Taal,Tephra,3,90.0,5,,,25190.5545,9.7119,2.5839
0,Taal,Tephra,3,90.0,50,,,2559.3165,5.8968,0.1458
0,Taal,Tephra,3,90.0,100,,,1586.9439,4.8357,0.0648
0,Taal,Tephra,4,10.0,1,,,1770871.4829,533.7738,215.5329
0,Taal,Tephra,4,10.0,5,,,974261.0583,324.2349,119.2644
0,Taal,Tephra,4,10.0,50,,,203044.60350000003,62.3862,32.9589
0,Taal,Tephra,4,10.0,100,,,102294.7056,30.1887,13.5027
0,Taal,Tephra,4,50.0,1,,,1206322.3161,417.8628,140.0409
0,Taal,Tephra,4,50.0,5,,,728320.3938000001,235.6047,85.9167
0,Taal,Tephra,4,50.0,50,,,119075.61330000003,32.4891,17.0991
0,Taal,Tephra,4,50.0,100,,,52901.8533,15.9975,5.6052
0,Taal,Tephra,4,90.0,1,,,977488.4223,336.7251,113.2947
0,Taal,Tephra,4,90.0,5,,,405287.4123000001,119.637,58.8303
0,Taal,Tephra,4,90.0,50,,,81846.4905,16.8561,9.5418
0,Taal,Tephra,4,90.0,100,,,36159.363900000004,8.1,4.05
0,Taal,Tephra,5,10.0,1,,,11455133.578199988,1316.3067,921.1482
0,Taal,Tephra,5,10.0,5,,,4218578.496,858.7701,476.6283
0,Taal,Tephra,5,10.0,50,,,1012157.6778000002,347.7654,124.2621
0,Taal,Tephra,5,10.0,100,,,888545.4165000002,319.6584,107.4303
0,Taal,Tephra,5,50.0,1,,,7232824.068299998,1029.5343,675.7992
0,Taal,Tephra,5,50.0,5,,,1954456.3872000007,585.2574,228.015
0,Taal,Tephra,5,50.0,50,,,861026.0472,311.8419,99.8568
0,Taal,Tephra,5,50.0,100,,,647880.6788999999,248.4513,72.2196
0,Taal,Tephra,5,90.0,1,,,4392789.367499997,899.3268,462.9879
0,Taal,Tephra,5,90.0,5,,,1493149.5855,501.1065,177.6897
0,Taal,Tephra,5,90.0,50,,,722067.9633,264.7647,78.4728
0,Taal,Tephra,5,90.0,100,,,416707.4484,146.8206,51.1353
0,Taal,BAF,,10.0,,300,9800000,1552.7538,2.7054,0.0648
0,Taal,BAF,,50.0,,300,9800000,0.0,0.0,0.0
0,Taal,BAF,,90.0,,300,9800000,0.0,0.0,0.0
0,Taal,BAF,,10.0,,990,9800000,2813.4458999999997,5.8806,0.1539
0,Taal,BAF,,50.0,,990,9800000,0.0,0.0,0.0
0,Taal,BAF,,90.0,,990,9800000,0.0,0.0,0.0
0,Taal,BAF,,10.0,,300,450000,196.96770000000004,1.0206,0.0
0,Taal,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Taal,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Taal,BAF,,10.0,,990,450000,1436.373,3.888,0.0405
0,Taal,BAF,,50.0,,990,450000,0.0,0.0,0.0
0,Taal,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Taal,PDC,3,10.0,,,,54381.204900000004,10.9269,6.4881
0,Taal,PDC,3,50.0,,,,5814.9414,6.9174,0.6561
0,Taal,PDC,3,90.0,,,,2425.4478,5.4999,0.1458
0,Taal,PDC,4,10.0,,,,151362.5211,18.5976,24.2028
0,Taal,PDC,4,50.0,,,,26063.0865,9.4446,2.7135
0,Taal,PDC,4,90.0,,,,3941.7273000000005,6.5205,0.4374
0,Taal,PDC,5,10.0,,,,735114.3660000002,107.2359,112.1202
0,Taal,PDC,5,50.0,,,,101240.766,13.7214,13.446
0,Taal,PDC,5,90.0,,,,14043.5937,8.2377,1.2312
0,Taal,LC,3,10.0,,,,172.99169999999998,1.3689,0.0
0,Taal,LC,3,50.0,,,,0.0,0.0,0.0
0,Taal,LC,3,90.0,,,,0.0,0.0,0.0
0,Taal,LC,4,10.0,,,,6373.9305,6.6987,0.6561
0,Taal,LC,4,50.0,,,,2731.8384,5.832,0.1458
0,Taal,LC,4,90.0,,,,1664.469,3.4749,0.0648
0,Taal,LC,5,10.0,,,,84086.3592,12.6117,12.4659
0,Taal,LC,5,50.0,,,,58414.6809,11.4453,8.0676
0,Taal,LC,5,90.0,,,,44737.191,11.0808,5.9211
0,Papandayan,Tephra,3,10.0,1,,,162606.78720000002,29.5407,10.1655
0,Papandayan,Tephra,3,10.0,5,,,38807.7804,8.8209,4.7142
0,Papandayan,Tephra,3,10.0,50,,,6139.322100000001,3.7827,0.324
0,Papandayan,Tephra,3,10.0,100,,,1618.8741000000002,2.7378,0.2025
0,Papandayan,Tephra,3,50.0,1,,,70728.52769999999,17.9334,7.0065
0,Papandayan,Tephra,3,50.0,5,,,31962.6405,6.7959,3.5883
0,Papandayan,Tephra,3,50.0,50,,,2908.2078,3.4506,0.2106
0,Papandayan,Tephra,3,50.0,100,,,951.264,1.863,0.0
0,Papandayan,Tephra,3,90.0,1,,,60798.11400000001,14.2317,5.8887
0,Papandayan,Tephra,3,90.0,5,,,29961.041400000006,6.4314,3.0456
0,Papandayan,Tephra,3,90.0,50,,,2412.0747,3.3534,0.1215
0,Papandayan,Tephra,3,90.0,100,,,951.2640000000001,1.3527,0.0
0,Papandayan,Tephra,4,10.0,1,,,2034577.877400001,360.8712,96.8355
0,Papandayan,Tephra,4,10.0,5,,,918956.4858,150.0201,33.0075
0,Papandayan,Tephra,4,10.0,50,,,146709.4194,24.3324,5.9616
0,Papandayan,Tephra,4,10.0,100,,,31113.185400000002,8.6832,2.4786
0,Papandayan,Tephra,4,50.0,1,,,1252775.9052000002,202.5243,46.5021
0,Papandayan,Tephra,4,50.0,5,,,638615.1213,97.7994,19.2375
0,Papandayan,Tephra,4,50.0,50,,,81545.58360000001,13.527,3.807
0,Papandayan,Tephra,4,50.0,100,,,9250.5726,3.3939,0.9639
0,Papandayan,Tephra,4,90.0,1,,,934633.4525999998,149.0319,33.858
0,Papandayan,Tephra,4,90.0,5,,,525873.4488000001,76.3425,13.6728
0,Papandayan,Tephra,4,90.0,50,,,27782.5707,7.9218,2.1789
0,Papandayan,Tephra,4,90.0,100,,,6505.231500000001,2.7621,0.891
0,Papandayan,Tephra,5,10.0,1,,,14977549.077300008,2450.1852,1329.7932
0,Papandayan,Tephra,5,10.0,5,,,6382319.3946,1111.3119,413.9505
0,Papandayan,Tephra,5,10.0,50,,,1460316.0573,226.6299,47.4741
0,Papandayan,Tephra,5,10.0,100,,,930498.7347,140.9157,26.3817
0,Papandayan,Tephra,5,50.0,1,,,8598442.183200002,1639.8693,703.4121
0,Papandayan,Tephra,5,50.0,5,,,3531256.3979999977,625.0122,158.8653
0,Papandayan,Tephra,5,50.0,50,,,912861.3410999997,134.2332,23.3523
0,Papandayan,Tephra,5,50.0,100,,,555333.5295,84.8151,11.3076
0,Papandayan,Tephra,5,90.0,1,,,6272269.991999999,1302.9903,451.5993
0,Papandayan,Tephra,5,90.0,5,,,2529313.2009000005,446.5692,92.2104
0,Papandayan,Tephra,5,90.0,50,,,656062.5213,100.3671,14.0697
