,volcano,hazard,VEI,prob,mass,buffer,volume,pop_count,area_crops,area_urban
0,Papandayan,Tephra,5,90.0,100,,,463344.68069999997,63.6012,8.0109
0,Papandayan,BAF,,10.0,,300,9800000,0.0,0.0972,0.0
0,Papandayan,BAF,,50.0,,300,9800000,0.0,0.0891,0.0
0,Papandayan,BAF,,90.0,,300,9800000,0.0,0.081,0.0
0,Papandayan,BAF,,10.0,,990,9800000,566.5626000000001,0.3078,0.0
0,Papandayan,BAF,,50.0,,990,9800000,365.60970000000003,0.2673,0.0
0,Papandayan,BAF,,90.0,,990,9800000,276.4773,0.2187,0.0
0,Papandayan,BAF,,10.0,,300,450000,0.0,0.0648,0.0
0,Papandayan,BAF,,50.0,,300,450000,0.0,0.0648,0.0
0,Papandayan,BAF,,90.0,,300,450000,0.0,0.0405,0.0
0,Papandayan,BAF,,10.0,,990,450000,387.5364,0.1053,0.0
0,Papandayan,BAF,,50.0,,990,450000,236.82780000000002,0.1053,0.0
0,Papandayan,BAF,,90.0,,990,450000,165.0618,0.1053,0.0
0,Papandayan,PDC,3,10.0,,,,373961.8368,95.4747,44.3394
0,Papandayan,PDC,3,50.0,,,,148417.26390000002,19.3347,15.8436
0,Papandayan,PDC,3,90.0,,,,41201.743500000004,5.832,4.8033
0,Papandayan,PDC,4,10.0,,,,1731284.6526,325.9116,143.1027
0,Papandayan,PDC,4,50.0,,,,253795.04009999998,46.6479,27.5967
0,Papandayan,PDC,4,90.0,,,,117033.09300000001,13.9968,11.7126
0,Papandayan,PDC,5,10.0,,,,2039531.8617,381.8502,164.835
0,Papandayan,PDC,5,50.0,,,,345205.3221,84.5802,39.7791
0,Papandayan,PDC,5,90.0,,,,178201.02870000002,24.2757,19.7235
0,Papandayan,LC,3,10.0,,,,735.8040000000001,0.0729,0.0
0,Papandayan,LC,3,50.0,,,,660.2472,0.0486,0.0
0,Papandayan,LC,3,90.0,,,,0.0,0.0,0.0
0,Papandayan,LC,4,10.0,,,,1624.1796,2.7378,0.2106
0,Papandayan,LC,4,50.0,,,,1359.6255,1.9116,0.0405
0,Papandayan,LC,4,90.0,,,,951.264,0.9639,0.0
0,Papandayan,LC,5,10.0,,,,191435.52960000004,29.2734,20.6226
0,Papandayan,LC,5,50.0,,,,170526.7971,24.4782,17.8119
0,Papandayan,LC,5,90.0,,,,146339.8812,19.2051,14.0454
0,Agung,Tephra,3,10.0,1,,,324743.96070000005,14.5233,48.438
0,Agung,Tephra,3,10.0,5,,,60723.521100000005,0.7533,9.0477
0,Agung,Tephra,3,10.0,50,,,4546.513800000001,0.0405,0.7938
0,Agung,Tephra,3,10.0,100,,,163.1826,0.0,0.0
0,Agung,Tephra,3,50.0,1,,,200291.42160000003,5.3055,30.9987
0,Agung,Tephra,3,50.0,5,,,37470.5757,0.3321,5.1597
0,Agung,Tephra,3,50.0,50,,,1879.2162000000003,0.0162,0.3402
0,Agung,Tephra,3,50.0,100,,,3.3858,0.0,0.0
0,Agung,Tephra,3,90.0,1,,,146246.0832,2.9727,22.9635
0,Agung,Tephra,3,90.0,5,,,28286.1558,0.2997,4.0338
0,Agung,Tephra,3,90.0,50,,,914.2308,0.0162,0.0891
0,Agung,Tephra,3,90.0,100,,,0.0,0.0,0.0
0,Agung,Tephra,4,10.0,1,,,2938521.272400001,339.4386,507.6108
0,Agung,Tephra,4,10.0,5,,,1882841.9705999997,207.9675,306.4797
0,Agung,Tephra,4,10.0,50,,,269689.2975,7.9623,43.3998
0,Agung,Tephra,4,10.0,100,,,128513.87909999999,1.9116,21.3273
0,Agung,Tephra,4,50.0,1,,,2528732.1069000005,275.3595,433.2366
0,Agung,Tephra,4,50.0,5,,,1118957.5791000002,117.5229,193.0797
0,Agung,Tephra,4,50.0,50,,,154331.9163,2.6325,24.6159
0,Agung,Tephra,4,50.0,100,,,60961.5396,0.3078,9.6066
0,Agung,Tephra,4,90.0,1,,,2155126.9779000003,196.506,384.0939
0,Agung,Tephra,4,90.0,5,,,773283.3722999998,55.7928,122.7636
0,Agung,Tephra,4,90.0,50,,,69383.13390000002,0.567,11.1942
0,Agung,Tephra,4,90.0,100,,,32645.324700000005,0.1863,4.8843
0,Agung,Tephra,5,10.0,1,,,8044349.257800003,2981.4966,1422.5868
0,Agung,Tephra,5,10.0,5,,,4307195.047499997,868.7655,737.2458
0,Agung,Tephra,5,10.0,50,,,2445632.0118000004,269.2035,419.5638
0,Agung,Tephra,5,10.0,100,,,1609478.3592,210.8916,293.2605
0,Agung,Tephra,5,50.0,1,,,5053714.002900004,1365.0606,946.9791
0,Agung,Tephra,5,50.0,5,,,3264891.7535999985,443.5722,569.4786
0,Agung,Tephra,5,50.0,50,,,1973678.3432999998,219.8745,340.2162
0,Agung,Tephra,5,50.0,100,,,1105017.4953,111.1158,191.5083
0,Agung,Tephra,5,90.0,1,,,4927992.4449,1234.5048,849.1716
0,Agung,Tephra,5,90.0,5,,,3041132.9391000005,388.2006,539.8326
0,Agung,Tephra,5,90.0,50,,,1501263.1125000003,185.1741,284.4558
0,Agung,Tephra,5,90.0,100,,,736613.7812999999,71.9604,133.0587
0,Agung,BAF,,10.0,,300,9800000,104.3037,0.0081,0.0
0,Agung,BAF,,50.0,,300,9800000,0.0,0.0,0.0
0,Agung,BAF,,90.0,,300,9800000,0.0,0.0,0.0
0,Agung,BAF,,10.0,,990,9800000,1625.5970999999997,0.1377,0.0081
0,Agung,BAF,,50.0,,990,9800000,0.0,0.0,0.0
0,Agung,BAF,,90.0,,990,9800000,0.0,0.0,0.0
0,Agung,BAF,,10.0,,300,450000,0.0,0.0,0.0
0,Agung,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Agung,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Agung,BAF,,10.0,,990,450000,0.0,0.0,0.0
0,Agung,BAF,,50.0,,990,450000,0.0,0.0,0.0
0,Agung,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Agung,PDC,3,10.0,,,,741052.5246,88.2657,81.3807
0,Agung,PDC,3,50.0,,,,301565.4948,47.0448,18.2493
0,Agung,PDC,3,90.0,,,,103139.39790000001,19.9665,2.5839
0,Agung,PDC,4,10.0,,,,1048778.361,112.347,125.6472
0,Agung,PDC,4,50.0,,,,398127.00419999997,55.9953,31.5981
0,Agung,PDC,4,90.0,,,,215900.76150000002,37.1628,9.7119
0,Agung,PDC,5,10.0,,,,1157958.1800000002,128.2797,151.3728
0,Agung,PDC,5,50.0,,,,492798.68639999995,69.5142,47.7576
0,Agung,PDC,5,90.0,,,,289241.59589999996,45.1494,16.2
0,Agung,LC,3,10.0,,,,0.0,0.0,0.0
0,Agung,LC,3,50.0,,,,0.0,0.0,0.0
0,Agung,LC,3,90.0,,,,0.0,0.0,0.0
0,Agung,LC,4,10.0,,,,246.53160000000003,0.0162,0.0324
0,Agung,LC,4,50.0,,,,0.0,0.0,0.0
0,Agung,LC,4,90.0,,,,0.0,0.0,0.0
0,Agung,LC,5,10.0,,,,146587.0365,21.4569,8.7156
0,Agung,LC,5,50.0,,,,115105.2606,16.3539,6.4881
0,Agung,LC,5,90.0,,,,84620.97540000001,10.287,4.9572
0,Bulusan,Tephra,3,10.0,1,,,153866.43360000002,47.2554,6.0102
0,Bulusan,Tephra,3,10.0,5,,,59346.529200000004,23.5386,2.1303
0,Bulusan,Tephra,3,10.0,50,,,12817.8207,3.5964,0.3402
0,Bulusan,Tephra,3,10.0,100,,,1510.7148000000002,0.0891,0.0324
0,Bulusan,Tephra,3,50.0,1,,,92931.0894,42.6546,2.7459
0,Bulusan,Tephra,3,50.0,5,,,44570.395800000006,22.0968,1.62
0,Bulusan,Tephra,3,50.0,50,,,5441.968800000001,0.2997,0.0972
0,Bulusan,Tephra,3,50.0,100,,,0.0,0.0729,0.0
0,Bulusan,Tephra,3,90.0,1,,,71389.61730000001,30.9663,2.2518
0,Bulusan,Tephra,3,90.0,5,,,37431.8415,21.3111,1.2717
0,Bulusan,Tephra,3,90.0,50,,,719.0208000000001,0.0891,0.0324
0,Bulusan,Tephra,3,90.0,100,,,0.0,0.0567,0.0
0,Bulusan,Tephra,4,10.0,1,,,630527.4413999999,172.2951,21.2706
0,Bulusan,Tephra,4,10.0,5,,,311396.54579999996,112.4037,9.4608
0,Bulusan,Tephra,4,10.0,50,,,104984.0595,40.176,3.9933
0,Bulusan,Tephra,4,10.0,100,,,61179.0408,25.7337,1.701
0,Bulusan,Tephra,4,50.0,1,,,494498.19599999994,141.2721,16.2081
0,Bulusan,Tephra,4,50.0,5,,,207719.82630000004,87.5205,7.29
0,Bulusan,Tephra,4,50.0,50,,,61968.231900000006,25.6122,1.5957
0,Bulusan,Tephra,4,50.0,100,,,33868.1898,12.9195,0.7938
0,Bulusan,Tephra,4,90.0,1,,,398926.51470000006,131.3496,13.0005
0,Bulusan,Tephra,4,90.0,5,,,183676.248,71.5959,6.8931
0,Bulusan,Tephra,4,90.0,50,,,47640.82230000001,19.035,1.1502
0,Bulusan,Tephra,4,90.0,100,,,23881.230000000003,9.6552,0.5751
0,Bulusan,Tephra,5,10.0,1,,,2764372.884299999,1621.4013,115.3116
0,Bulusan,Tephra,5,10.0,5,,,1362635.9055000006,602.5266,59.292
0,Bulusan,Tephra,5,10.0,50,,,370484.15849999996,127.7208,10.7487
0,Bulusan,Tephra,5,10.0,100,,,269846.1378,102.9834,8.7885
0,Bulusan,Tephra,5,50.0,1,,,2065252.5935999998,1265.463,84.7665
0,Bulusan,Tephra,5,50.0,5,,,1014714.4509000005,366.0633,43.1811
0,Bulusan,Tephra,5,50.0,50,,,295450.9263000001,113.4405,9.1368
0,Bulusan,Tephra,5,50.0,100,,,191568.82320000004,71.4744,6.966
0,Bulusan,Tephra,5,90.0,1,,,1749014.7668999992,1011.5037,75.816
0,Bulusan,Tephra,5,90.0,5,,,760293.3294,248.8968,25.3206
0,Bulusan,Tephra,5,90.0,50,,,241885.50480000002,90.1287,8.0514
0,Bulusan,Tephra,5,90.0,100,,,153714.8178,55.8576,5.4999
0,Bulusan,BAF,,10.0,,300,9800000,141.13440000000003,0.081,0.0
0,Bulusan,BAF,,50.0,,300,9800000,0.0,0.0,0.0
0,Bulusan,BAF,,90.0,,300,9800000,0.0,0.0,0.0
0,Bulusan,BAF,,10.0,,990,9800000,872.3133,0.0891,0.0324
0,Bulusan,BAF,,50.0,,990,9800000,0.0,0.0,0.0
0,Bulusan,BAF,,90.0,,990,9800000,0.0,0.0,0.0
0,Bulusan,BAF,,10.0,,300,450000,0.0,0.0,0.0
0,Bulusan,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Bulusan,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Bulusan,BAF,,10.0,,990,450000,0.0,0.0567,0.0
0,Bulusan,BAF,,50.0,,990,450000,0.0,0.0,0.0
0,Bulusan,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Bulusan,PDC,3,10.0,,,,199099.53089999998,56.0115,6.7392
0,Bulusan,PDC,3,50.0,,,,77336.34570000002,24.8994,2.9646
0,Bulusan,PDC,3,90.0,,,,34033.68090000001,10.0035,1.5876
0,Bulusan,PDC,4,10.0,,,,344692.341,77.4279,13.1706
0,Bulusan,PDC,4,50.0,,,,117477.72630000001,34.5951,4.3011
0,Bulusan,PDC,4,90.0,,,,60878.44170000001,22.4937,2.4867
0,Bulusan,PDC,5,10.0,,,,431724.08700000006,93.1743,17.0505
0,Bulusan,PDC,5,50.0,,,,139114.30859999996,40.3056,4.8843
0,Bulusan,PDC,5,90.0,,,,76451.32350000001,24.8184,2.9646
0,Bulusan,LC,3,10.0,,,,0.0,0.0,0.0
0,Bulusan,LC,3,50.0,,,,0.0,0.0,0.0
0,Bulusan,LC,3,90.0,,,,0.0,0.0,0.0
0,Bulusan,LC,4,10.0,,,,1143.1125000000002,0.0891,0.0324
0,Bulusan,LC,4,50.0,,,,98.1396,0.0891,0.0243
0,Bulusan,LC,4,90.0,,,,0.0,0.0,0.0
0,Bulusan,LC,5,10.0,,,,79044.11730000001,24.6159,2.9565
0,Bulusan,LC,5,50.0,,,,73365.84719999999,23.814,2.9484
0,Bulusan,LC,5,90.0,,,,62186.1624,23.2713,2.5758
0,Gamalama,Tephra,3,10.0,1,,,147997.99169999998,0.0081,12.8385
0,Gamalama,Tephra,3,10.0,5,,,122136.03629999999,0.0081,11.8341
0,Gamalama,Tephra,3,10.0,50,,,16128.768600000001,0.0,1.458
0,Gamalama,Tephra,3,10.0,100,,,10226.331,0.0,0.5589
0,Gamalama,Tephra,3,50.0,1,,,130038.58260000002,0.0081,11.826
0,Gamalama,Tephra,3,50.0,5,,,90624.75210000001,0.0081,10.4085
0,Gamalama,Tephra,3,50.0,50,,,13218.616800000002,0.0,1.0692
0,Gamalama,Tephra,3,50.0,100,,,8494.3809,0.0,0.4455
0,Gamalama,Tephra,3,90.0,1,,,119691.21330000002,0.0081,11.3886
0,Gamalama,Tephra,3,90.0,5,,,76283.9856,0.0081,9.3555
0,Gamalama,Tephra,3,90.0,50,,,12460.7241,0.0,0.8748
0,Gamalama,Tephra,3,90.0,100,,,6788.529,0.0,0.405
0,Gamalama,Tephra,4,10.0,1,,,214592.7978,0.0081,16.6374
0,Gamalama,Tephra,4,10.0,5,,,211851.2556,0.0081,14.5719
0,Gamalama,Tephra,4,10.0,50,,,54347.74380000001,0.0081,5.9454
0,Gamalama,Tephra,4,10.0,100,,,23681.540699999998,0.0,1.863
0,Gamalama,Tephra,4,50.0,1,,,203786.44200000004,0.0081,14.8716
0,Gamalama,Tephra,4,50.0,5,,,166736.97720000002,0.0081,14.2722
0,Gamalama,Tephra,4,50.0,50,,,27396.354600000002,0.0,2.1627
0,Gamalama,Tephra,4,50.0,100,,,13285.628100000002,0.0,0.8262
0,Gamalama,Tephra,4,90.0,1,,,162146.41560000004,0.0081,14.0454
0,Gamalama,Tephra,4,90.0,5,,,119176.90380000001,0.0081,11.5182
0,Gamalama,Tephra,4,90.0,50,,,19015.4223,0.0,1.3365
0,Gamalama,Tephra,4,90.0,100,,,10697.070600000001,0.0,0.6561
0,Gamalama,Tephra,5,10.0,1,,,286142.4225000003,0.6237,33.3558
0,Gamalama,Tephra,5,10.0,5,,,221202.53549999997,0.0081,21.9996
0,Gamalama,Tephra,5,10.0,50,,,211821.75540000002,0.0081,14.5314
0,Gamalama,Tephra,5,10.0,100,,,195150.2463,0.0081,14.337
0,Gamalama,Tephra,5,50.0,1,,,221202.53550000003,0.0081,22.6314
0,Gamalama,Tephra,5,50.0,5,,,214603.05240000002,0.0081,16.8804
0,Gamalama,Tephra,5,50.0,50,,,133184.20950000003,0.0081,12.312
0,Gamalama,Tephra,5,50.0,100,,,57602.84220000001,0.0081,6.0426
0,Gamalama,Tephra,5,90.0,1,,,191764.20330000002,0.0081,18.6705
0,Gamalama,Tephra,5,90.0,5,,,176359.93920000008,0.0081,14.7258
0,Gamalama,Tephra,5,90.0,50,,,64760.60160000001,0.0081,7.047
0,Gamalama,Tephra,5,90.0,100,,,36520.972200000004,0.0,2.754
0,Gamalama,BAF,,10.0,,300,9800000,1832.8274999999999,0.0,0.7128
0,Gamalama,BAF,,50.0,,300,9800000,0.0,0.0,0.0
0,Gamalama,BAF,,90.0,,300,9800000,0.0,0.0,0.0
0,Gamalama,BAF,,10.0,,990,9800000,7474.8501,0.0,1.9035
0,Gamalama,BAF,,50.0,,990,9800000,144.01800000000003,0.0,0.0
0,Gamalama,BAF,,90.0,,990,9800000,0.0,0.0,0.0
0,Gamalama,BAF,,10.0,,300,450000,0.0,0.0,0.0
0,Gamalama,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Gamalama,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Gamalama,BAF,,10.0,,990,450000,0.0,0.0,0.0
0,Gamalama,BAF,,50.0,,990,450000,0.0,0.0,0.0
0,Gamalama,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Gamalama,PDC,3,10.0,,,,230458.9482,0.0081,20.2095
0,Gamalama,PDC,3,50.0,,,,211310.9937,0.0081,15.2442
0,Gamalama,PDC,3,90.0,,,,206059.3182,0.0081,14.2398
0,Gamalama,PDC,4,10.0,,,,246902.4342,0.2673,26.001
0,Gamalama,PDC,4,50.0,,,,214491.2643,0.0081,16.4268
0,Gamalama,PDC,4,90.0,,,,210019.65930000003,0.0081,14.5476
0,Gamalama,PDC,5,10.0,,,,259664.86710000003,0.5913,29.5002
0,Gamalama,PDC,5,50.0,,,,215068.79429999998,0.0081,17.4393
0,Gamalama,PDC,5,90.0,,,,212991.7194,0.0081,15.4224
0,Gamalama,LC,3,10.0,,,,0.0,0.0,0.0
0,Gamalama,LC,3,50.0,,,,0.0,0.0,0.0
0,Gamalama,LC,3,90.0,,,,0.0,0.0,0.0
0,Gamalama,LC,4,10.0,,,,10056.2634,0.0,0.6399
0,Gamalama,LC,4,50.0,,,,8821.2078,0.0,0.4617
0,Gamalama,LC,4,90.0,,,,6901.9452,0.0,0.4131
0,Gamalama,LC,5,10.0,,,,211014.5013,0.0081,14.7501
0,Gamalama,LC,5,50.0,,,,210204.19350000002,0.0081,14.58
0,Gamalama,LC,5,90.0,,,,209919.51900000003,0.0081,14.3208
0,Lamongan,Tephra,3,10.0,1,,,385519.76729999995,84.2076,45.4005
0,Lamongan,Tephra,3,10.0,5,,,115883.70300000001,5.4594,18.8892
0,Lamongan,Tephra,3,10.0,50,,,5881.896000000001,0.324,2.0493
0,Lamongan,Tephra,3,10.0,100,,,2900.1483000000003,0.243,0.4455
0,Lamongan,Tephra,3,50.0,1,,,249968.0817,34.4817,29.7027
0,Lamongan,Tephra,3,50.0,5,,,63047.4273,3.8718,11.4777
0,Lamongan,Tephra,3,50.0,50,,,4283.9604,0.2592,0.5913
0,Lamongan,Tephra,3,50.0,100,,,1864.0287,0.2187,0.0162
0,Lamongan,Tephra,3,90.0,1,,,176236.4061,21.9672,24.219
0,Lamongan,Tephra,3,90.0,5,,,45468.15120000001,2.997,9.7281
0,Lamongan,Tephra,3,90.0,50,,,3821.5395,0.2592,0.3888
0,Lamongan,Tephra,3,90.0,100,,,1397.5983,0.162,0.0081
0,Lamongan,Tephra,4,10.0,1,,,2682934.504199999,1181.2149,426.627
0,Lamongan,Tephra,4,10.0,5,,,1299339.8244000005,499.6728,174.7656
0,Lamongan,Tephra,4,10.0,50,,,322187.8923,62.7102,43.2864
0,Lamongan,Tephra,4,10.0,100,,,187076.4741,17.1801,23.085
0,Lamongan,Tephra,4,50.0,1,,,1683688.3478999995,760.2174,244.9116
0,Lamongan,Tephra,4,50.0,5,,,1019245.0806000002,349.353,131.0337
0,Lamongan,Tephra,4,50.0,50,,,220894.62210000004,28.0017,29.2653
0,Lamongan,Tephra,4,50.0,100,,,117188.4024,5.9859,17.4312
0,Lamongan,Tephra,4,90.0,1,,,1396983.2264999994,594.6534,191.4192
0,Lamongan,Tephra,4,90.0,5,,,843280.0569000001,282.4308,110.5974
0,Lamongan,Tephra,4,90.0,50,,,178527.1995,16.9776,22.437
0,Lamongan,Tephra,4,90.0,100,,,78723.8595,3.2076,14.0535
0,Lamongan,Tephra,5,10.0,1,,,22022609.791499972,9369.7317,3776.058
0,Lamongan,Tephra,5,10.0,5,,,9155813.8185,3522.2769,1478.0394
0,Lamongan,Tephra,5,10.0,50,,,1814712.7248000002,786.6234,294.6456
0,Lamongan,Tephra,5,10.0,100,,,1157213.1501000004,427.3884,157.2048
0,Lamongan,Tephra,5,50.0,1,,,15691965.82919999,6295.6521,2757.7665
0,Lamongan,Tephra,5,50.0,5,,,6743807.919899997,2316.0411,967.0995
0,Lamongan,Tephra,5,50.0,50,,,1159985.3751,438.9957,155.5362
0,Lamongan,Tephra,5,50.0,100,,,816200.6309999999,284.9661,111.1644
0,Lamongan,Tephra,5,90.0,1,,,13007357.362800004,5087.3346,2290.599
0,Lamongan,Tephra,5,90.0,5,,,5347959.7058999995,1744.6266,774.4248
0,Lamongan,Tephra,5,90.0,50,,,914654.2031999999,318.654,125.8659
0,Lamongan,Tephra,5,90.0,100,,,620087.5944,215.7921,90.4284
0,Lamongan,BAF,,10.0,,300,9800000,378.8694,0.0162,0.0405
0,Lamongan,BAF,,50.0,,300,9800000,0.0,0.0,0.0162
0,Lamongan,BAF,,90.0,,300,9800000,0.0,0.0,0.0
0,Lamongan,BAF,,10.0,,990,9800000,1130.9787000000001,0.0729,0.1782
0,Lamongan,BAF,,50.0,,990,9800000,0.0,0.0,0.0729
0,Lamongan,BAF,,90.0,,990,9800000,0.0,0.0,0.0
0,Lamongan,BAF,,10.0,,300,450000,0.0,0.0162,0.0
0,Lamongan,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Lamongan,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Lamongan,BAF,,10.0,,990,450000,0.0,0.0324,0.0
0,Lamongan,BAF,,50.0,,990,450000,0.0,0.0,0.0
0,Lamongan,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Lamongan,PDC,3,10.0,,,,922525.524,397.1916,132.3135
0,Lamongan,PDC,3,50.0,,,,104928.21809999998,8.2215,19.3266
0,Lamongan,PDC,3,90.0,,,,12055.926600000003,0.6075,4.1958
0,Lamongan,PDC,4,10.0,,,,1143684.5139000001,518.805,170.7723
0,Lamongan,PDC,4,50.0,,,,244077.786,29.4273,31.0959
0,Lamongan,PDC,4,90.0,,,,50750.50950000001,3.5235,13.7214
0,Lamongan,PDC,5,10.0,,,,1943605.1412,751.9716,271.3338
0,Lamongan,PDC,5,50.0,,,,413261.2629,98.6499,50.5926
0,Lamongan,PDC,5,90.0,,,,107048.05290000002,8.1405,19.5777
0,Lamongan,LC,3,10.0,,,,0.0,0.0,0.0
0,Lamongan,LC,3,50.0,,,,0.0,0.0,0.0
0,Lamongan,LC,3,90.0,,,,0.0,0.0,0.0
0,Lamongan,LC,4,10.0,,,,2509.5582000000004,0.2187,0.4698
0,Lamongan,LC,4,50.0,,,,1874.1942,0.1863,0.0405
0,Lamongan,LC,4,90.0,,,,1207.7748,0.1377,0.0081
0,Lamongan,LC,5,10.0,,,,113370.17580000003,7.9704,20.7441
0,Lamongan,LC,5,50.0,,,,99418.6953,6.7392,18.6948
0,Lamongan,LC,5,90.0,,,,87226.1055,5.589,17.1801
0,Pinatubo,Tephra,3,10.0,1,,,1842.1587000000004,126.2547,0.9882
0,Pinatubo,Tephra,3,10.0,5,,,0.0,64.7514,0.9315
0,Pinatubo,Tephra,3,10.0,50,,,0.0,19.5777,0.1377
0,Pinatubo,Tephra,3,10.0,100,,,0.0,12.7575,0.0972
0,Pinatubo,Tephra,3,50.0,1,,,40.095,80.5383,0.9558
0,Pinatubo,Tephra,3,50.0,5,,,0.0,44.6472,0.8667
0,Pinatubo,Tephra,3,50.0,50,,,0.0,15.0255,0.1134
0,Pinatubo,Tephra,3,50.0,100,,,0.0,10.2465,0.0972
0,Pinatubo,Tephra,3,90.0,1,,,0.0,60.8958,0.9558
0,Pinatubo,Tephra,3,90.0,5,,,0.0,29.7999,0.3402
0,Pinatubo,Tephra,3,90.0,50,,,0.0,13.6647,0.1134
0,Pinatubo,Tephra,3,90.0,100,,,0.0,8.9505,0.0972
0,Pinatubo,Tephra,4,10.0,1,,,265990.64310000004,826.2,35.1297
0,Pinatubo,Tephra,4,10.0,5,,,6143.785200000001,342.3627,1.0773
0,Pinatubo,Tephra,4,10.0,50,,,672.4133999999999,92.6964,0.9558
0,Pinatubo,Tephra,4,10.0,100,,,0.0,62.3376,0.9315
0,Pinatubo,Tephra,4,50.0,1,,,6976.141200000001,322.9875,1.215
0,Pinatubo,Tephra,4,50.0,5,,,2355.6258000000007,136.9872,1.0125
0,Pinatubo,Tephra,4,50.0,50,,,0.0,54.0675,0.891
0,Pinatubo,Tephra,4,50.0,100,,,0.0,32.8779,0.3807
0,Pinatubo,Tephra,4,90.0,1,,,2897.1027,169.8975,1.0125
0,Pinatubo,Tephra,4,90.0,5,,,518.4729000000001,90.5094,0.9801
0,Pinatubo,Tephra,4,90.0,50,,,0.0,35.1297,0.5427
0,Pinatubo,Tephra,4,90.0,100,,,0.0,16.0542,0.0972
0,Pinatubo,Tephra,5,10.0,1,,,3073088.921399999,2846.0241,386.8722
0,Pinatubo,Tephra,5,10.0,5,,,1035839.2428,1360.6218,123.7923
0,Pinatubo,Tephra,5,10.0,50,,,147708.21420000002,590.7978,18.7758
0,Pinatubo,Tephra,5,10.0,100,,,12594.6171,377.7759,2.0493
0,Pinatubo,Tephra,5,50.0,1,,,1438076.0979,1770.9759,169.7436
0,Pinatubo,Tephra,5,50.0,5,,,370004.97060000006,931.7511,38.232
0,Pinatubo,Tephra,5,50.0,50,,,2720.9357999999997,205.254,1.0125
0,Pinatubo,Tephra,5,50.0,100,,,1853.6931,119.8881,0.9882
0,Pinatubo,Tephra,5,90.0,1,,,708697.4471999999,1258.5456,71.8956
0,Pinatubo,Tephra,5,90.0,5,,,128884.45410000005,655.3062,15.4386
0,Pinatubo,Tephra,5,90.0,50,,,1853.6931000000002,130.248,0.9882
0,Pinatubo,Tephra,5,90.0,100,,,332.44020000000006,89.0757,0.9558
0,Pinatubo,BAF,,10.0,,300,9800000,0.0,3.2967,0.081
0,Pinatubo,BAF,,50.0,,300,9800000,0.0,1.539,0.0
0,Pinatubo,BAF,,90.0,,300,9800000,0.0,0.9558,0.0
0,Pinatubo,BAF,,10.0,,990,9800000,0.0,7.9866,0.0972
0,Pinatubo,BAF,,50.0,,990,9800000,0.0,3.9285,0.0972
0,Pinatubo,BAF,,90.0,,990,9800000,0.0,3.078,0.0162
0,Pinatubo,BAF,,10.0,,300,450000,0.0,0.3078,0.0648
0,Pinatubo,BAF,,50.0,,300,450000,0.0,0.0,0.0
0,Pinatubo,BAF,,90.0,,300,450000,0.0,0.0,0.0
0,Pinatubo,BAF,,10.0,,990,450000,0.0,2.0412,0.0972
0,Pinatubo,BAF,,50.0,,990,450000,0.0,0.405,0.0162
0,Pinatubo,BAF,,90.0,,990,450000,0.0,0.0,0.0
0,Pinatubo,PDC,3,10.0,,,,3430.8765000000008,148.068,1.1178
0,Pinatubo,PDC,3,50.0,,,,0.0,38.8395,0.5589
0,Pinatubo,PDC,3,90.0,,,,0.0,10.6353,0.0972
0,Pinatubo,PDC,4,10.0,,,,48604.5846,275.7159,9.8496
0,Pinatubo,PDC,4,50.0,,,,0.0,68.2263,0.9153
0,Pinatubo,PDC,4,90.0,,,,0.0,27.6696,0.3888
0,Pinatubo,PDC,5,10.0,,,,541949.2029,536.4225,75.3624
0,Pinatubo,PDC,5,50.0,,,,1288.7424000000003,115.7409,0.9801
0,Pinatubo,PDC,5,90.0,,,,0.0,48.2274,0.8181
0,Pinatubo,LC,3,10.0,,,,0.0,0.324,0.0648
0,Pinatubo,LC,3,50.0,,,,0.0,0.0,0.0
0,Pinatubo,LC,3,90.0,,,,0.0,0.0,0.0
0,Pinatubo,LC,4,10.0,,,,0.0,15.5277,0.0972
0,Pinatubo,LC,4,50.0,,,,0.0,9.963,0.0972
0,Pinatubo,LC,4,90.0,,,,0.0,4.4064,0.0972
0,Pinatubo,LC,5,10.0,,,,154.4589,81.8262,0.9315
0,Pinatubo,LC,5,50.0,,,,0.0,70.4052,0.9153
0,Pinatubo,LC,5,90.0,,,,0.0,59.5836,0.9153
0,Ranakah,Tephra,3,10.0,1,,,114710.97690000002,15.0336,19.0998
0,Ranakah,Tephra,3,10.0,5,,,56991.138300000006,2.9241,14.3694
0,Ranakah,Tephra,3,10.0,50,,,22382.8677,0.2997,5.9697
0,Ranakah,Tephra,3,10.0,100,,,767.8152,0.1134,1.3365
0,Ranakah,Tephra,3,50.0,1,,,102684.0807,13.8834,17.6418
0,Ranakah,Tephra,3,50.0,5,,,50409.369900000005,2.6163,12.2877
