,volcano,hazard,VEI,prob,mass,buffer,volume,pop_count,area_crops,area_urban,RNDS,buildingsLoss,month
30,Parker,Tephra,5.0,10,,,,,,,81054621.30000001,1117.77,10
31,Parker,Tephra,5.0,10,1.0,,,4044845.0,4474.0,207.0,,,10
32,Parker,Tephra,5.0,10,5.0,,,1904153.0,1786.0,136.0,,,10
33,Parker,Tephra,5.0,10,50.0,,,513674.0,503.0,49.0,,,10
34,Parker,Tephra,5.0,10,100.0,,,204691.0,267.0,9.0,,,10
35,Parker,Tephra,5.0,50,,,,,,,53560015.2,808.3,10
36,Parker,Tephra,5.0,50,1.0,,,2495385.0,3096.0,162.0,,,10
37,Parker,Tephra,5.0,50,5.0,,,1324976.0,1044.0,109.0,,,10
38,Parker,Tephra,5.0,50,50.0,,,178701.0,213.0,7.0,,,10
39,Parker,Tephra,5.0,50,100.0,,,111828.0,98.0,5.0,,,10
40,Parker,Tephra,5.0,90,,,,,,,41291700.6,510.87,10
41,Parker,Tephra,5.0,90,1.0,,,1432455.0,1570.0,113.0,,,10
42,Parker,Tephra,5.0,90,5.0,,,459584.0,671.0,25.0,,,10
43,Parker,Tephra,5.0,90,50.0,,,113586.0,98.0,5.0,,,10
44,Parker,Tephra,5.0,90,100.0,,,84057.0,54.0,5.0,,,10
0,Parker,Tephra,3.0,10,,,,,,,2569863.0,0.0,11
1,Parker,Tephra,3.0,10,1.0,,,77167.0,54.0,4.0,,,11
2,Parker,Tephra,3.0,10,5.0,,,10309.0,10.0,0.0,,,11
3,Parker,Tephra,3.0,10,50.0,,,1616.0,2.0,0.0,,,11
4,Parker,Tephra,3.0,10,100.0,,,1079.0,1.0,0.0,,,11
5,Parker,Tephra,3.0,50,,,,,,,2004572.3,0.0,11
6,Parker,Tephra,3.0,50,1.0,,,51960.0,32.0,3.0,,,11
7,Parker,Tephra,3.0,50,5.0,,,7691.0,8.0,0.0,,,11
8,Parker,Tephra,3.0,50,50.0,,,1342.0,2.0,0.0,,,11
9,Parker,Tephra,3.0,50,100.0,,,953.0,0.0,0.0,,,11
10,Parker,Tephra,3.0,90,,,,,,,1227639.3,0.0,11
11,Parker,Tephra,3.0,90,1.0,,,28047.0,18.0,2.0,,,11
12,Parker,Tephra,3.0,90,5.0,,,6151.0,7.0,0.0,,,11
13,Parker,Tephra,3.0,90,50.0,,,978.0,1.0,0.0,,,11
14,Parker,Tephra,3.0,90,100.0,,,693.0,0.0,0.0,,,11
15,Parker,Tephra,4.0,10,,,,,,,17278916.2,55.49,11
16,Parker,Tephra,4.0,10,1.0,,,339094.0,524.0,17.0,,,11
17,Parker,Tephra,4.0,10,5.0,,,169715.0,192.0,6.0,,,11
18,Parker,Tephra,4.0,10,50.0,,,60830.0,36.0,3.0,,,11
19,Parker,Tephra,4.0,10,100.0,,,37971.0,21.0,3.0,,,11
20,Parker,Tephra,4.0,50,,,,,,,13183633.8,29.86,11
21,Parker,Tephra,4.0,50,1.0,,,244631.0,349.0,11.0,,,11
22,Parker,Tephra,4.0,50,5.0,,,127633.0,116.0,5.0,,,11
23,Parker,Tephra,4.0,50,50.0,,,41968.0,24.0,3.0,,,11
24,Parker,Tephra,4.0,50,100.0,,,14421.0,11.0,1.0,,,11
25,Parker,Tephra,4.0,90,,,,,,,3801880.5,8.63,11
26,Parker,Tephra,4.0,90,1.0,,,142639.0,193.0,5.0,,,11
27,Parker,Tephra,4.0,90,5.0,,,81022.0,50.0,3.0,,,11
28,Parker,Tephra,4.0,90,50.0,,,24517.0,13.0,2.0,,,11
29,Parker,Tephra,4.0,90,100.0,,,6096.0,6.0,0.0,,,11
30,Parker,Tephra,5.0,10,,,,,,,85105716.5,1207.86,11
31,Parker,Tephra,5.0,10,1.0,,,4942719.0,4774.0,264.0,,,11
32,Parker,Tephra,5.0,10,5.0,,,1684731.0,1466.0,128.0,,,11
33,Parker,Tephra,5.0,10,50.0,,,250281.0,352.0,12.0,,,11
34,Parker,Tephra,5.0,10,100.0,,,168784.0,181.0,6.0,,,11
35,Parker,Tephra,5.0,50,,,,,,,47403494.5,862.34,11
36,Parker,Tephra,5.0,50,1.0,,,1817582.0,2186.0,130.0,,,11
37,Parker,Tephra,5.0,50,5.0,,,533286.0,793.0,28.0,,,11
38,Parker,Tephra,5.0,50,50.0,,,155546.0,186.0,5.0,,,11
39,Parker,Tephra,5.0,50,100.0,,,123226.0,90.0,5.0,,,11
40,Parker,Tephra,5.0,90,,,,,,,24873353.2,493.27,11
41,Parker,Tephra,5.0,90,1.0,,,463412.0,784.0,23.0,,,11
42,Parker,Tephra,5.0,90,5.0,,,220254.0,308.0,7.0,,,11
43,Parker,Tephra,5.0,90,50.0,,,100729.0,86.0,3.0,,,11
44,Parker,Tephra,5.0,90,100.0,,,68263.0,40.0,3.0,,,11
0,Parker,Tephra,3.0,10,,,,,,,2411721.9000000004,0.0,12
1,Parker,Tephra,3.0,10,1.0,,,70463.0,41.0,3.0,,,12
2,Parker,Tephra,3.0,10,5.0,,,9676.0,9.0,0.0,,,12
3,Parker,Tephra,3.0,10,50.0,,,1871.0,3.0,0.0,,,12
4,Parker,Tephra,3.0,10,100.0,,,1097.0,1.0,0.0,,,12
5,Parker,Tephra,3.0,50,,,,,,,2015555.2,0.0,12
6,Parker,Tephra,3.0,50,1.0,,,51819.0,34.0,3.0,,,12
7,Parker,Tephra,3.0,50,5.0,,,8059.0,8.0,0.0,,,12
8,Parker,Tephra,3.0,50,50.0,,,1516.0,2.0,0.0,,,12
9,Parker,Tephra,3.0,50,100.0,,,1000.0,1.0,0.0,,,12
10,Parker,Tephra,3.0,90,,,,,,,1217225.1,0.0,12
11,Parker,Tephra,3.0,90,1.0,,,29668.0,19.0,2.0,,,12
12,Parker,Tephra,3.0,90,5.0,,,6231.0,7.0,0.0,,,12
13,Parker,Tephra,3.0,90,50.0,,,1169.0,1.0,0.0,,,12
14,Parker,Tephra,3.0,90,100.0,,,852.0,0.0,0.0,,,12
15,Parker,Tephra,4.0,10,,,,,,,13151080.7,67.65,12
16,Parker,Tephra,4.0,10,1.0,,,376351.0,548.0,20.0,,,12
17,Parker,Tephra,4.0,10,5.0,,,195700.0,263.0,7.0,,,12
18,Parker,Tephra,4.0,10,50.0,,,60578.0,38.0,3.0,,,12
19,Parker,Tephra,4.0,10,100.0,,,26993.0,23.0,1.0,,,12
20,Parker,Tephra,4.0,50,,,,,,,6276398.7,32.89,12
21,Parker,Tephra,4.0,50,1.0,,,217795.0,320.0,8.0,,,12
22,Parker,Tephra,4.0,50,5.0,,,139658.0,157.0,5.0,,,12
23,Parker,Tephra,4.0,50,50.0,,,45306.0,29.0,2.0,,,12
24,Parker,Tephra,4.0,50,100.0,,,9316.0,9.0,0.0,,,12
25,Parker,Tephra,4.0,90,,,,,,,4666451.0,9.85,12
26,Parker,Tephra,4.0,90,1.0,,,164670.0,239.0,6.0,,,12
27,Parker,Tephra,4.0,90,5.0,,,100019.0,90.0,3.0,,,12
28,Parker,Tephra,4.0,90,50.0,,,15035.0,14.0,1.0,,,12
29,Parker,Tephra,4.0,90,100.0,,,6312.0,6.0,0.0,,,12
30,Parker,Tephra,5.0,10,,,,,,,78988483.60000001,1188.25,12
31,Parker,Tephra,5.0,10,1.0,,,4558967.0,3642.0,248.0,,,12
32,Parker,Tephra,5.0,10,5.0,,,1068554.0,1361.0,65.0,,,12
33,Parker,Tephra,5.0,10,50.0,,,256031.0,366.0,12.0,,,12
34,Parker,Tephra,5.0,10,100.0,,,178889.0,234.0,6.0,,,12
35,Parker,Tephra,5.0,50,,,,,,,49893789.2,877.86,12
36,Parker,Tephra,5.0,50,1.0,,,1928450.0,2752.0,110.0,,,12
37,Parker,Tephra,5.0,50,5.0,,,608556.0,933.0,32.0,,,12
38,Parker,Tephra,5.0,50,50.0,,,185817.0,256.0,6.0,,,12
39,Parker,Tephra,5.0,50,100.0,,,135352.0,144.0,5.0,,,12
40,Parker,Tephra,5.0,90,,,,,,,28216068.4,508.35,12
41,Parker,Tephra,5.0,90,1.0,,,592306.0,1026.0,31.0,,,12
42,Parker,Tephra,5.0,90,5.0,,,315654.0,415.0,16.0,,,12
43,Parker,Tephra,5.0,90,50.0,,,121722.0,128.0,3.0,,,12
44,Parker,Tephra,5.0,90,100.0,,,92045.0,69.0,3.0,,,12
0,Raung,Tephra,3.0,10,,,,,,,6260162.7,0.0,0
1,Raung,Tephra,3.0,10,1.0,,,750639.0,476.0,285.0,,,0
2,Raung,Tephra,3.0,10,5.0,,,89254.0,81.0,111.0,,,0
3,Raung,Tephra,3.0,10,50.0,,,0.0,0.0,33.0,,,0
4,Raung,Tephra,3.0,10,100.0,,,0.0,0.0,18.0,,,0
5,Raung,Tephra,3.0,50,,,,,,,1953200.7,0.0,0
6,Raung,Tephra,3.0,50,1.0,,,178670.0,181.0,143.0,,,0
7,Raung,Tephra,3.0,50,5.0,,,7861.0,17.0,63.0,,,0
8,Raung,Tephra,3.0,50,50.0,,,0.0,0.0,21.0,,,0
9,Raung,Tephra,3.0,50,100.0,,,0.0,0.0,11.0,,,0
10,Raung,Tephra,3.0,90,,,,,,,294906.8,0.0,0
11,Raung,Tephra,3.0,90,1.0,,,30018.0,41.0,73.0,,,0
12,Raung,Tephra,3.0,90,5.0,,,0.0,0.0,39.0,,,0
13,Raung,Tephra,3.0,90,50.0,,,0.0,0.0,11.0,,,0
14,Raung,Tephra,3.0,90,100.0,,,0.0,0.0,5.0,,,0
15,Raung,Tephra,4.0,10,,,,,,,44678277.0,21.63,0
16,Raung,Tephra,4.0,10,1.0,,,5500138.0,2769.0,970.0,,,0
17,Raung,Tephra,4.0,10,5.0,,,3192338.0,1500.0,601.0,,,0
18,Raung,Tephra,4.0,10,50.0,,,618420.0,359.0,242.0,,,0
19,Raung,Tephra,4.0,10,100.0,,,266092.0,187.0,160.0,,,0
20,Raung,Tephra,4.0,50,,,,,,,19019097.9,3.98,0
21,Raung,Tephra,4.0,50,1.0,,,3323560.0,1620.0,613.0,,,0
22,Raung,Tephra,4.0,50,5.0,,,1824168.0,836.0,417.0,,,0
23,Raung,Tephra,4.0,50,50.0,,,170347.0,158.0,130.0,,,0
24,Raung,Tephra,4.0,50,100.0,,,66014.0,68.0,79.0,,,0
25,Raung,Tephra,4.0,90,,,,,,,8881662.5,0.1,0
26,Raung,Tephra,4.0,90,1.0,,,1889618.0,815.0,405.0,,,0
27,Raung,Tephra,4.0,90,5.0,,,595931.0,360.0,215.0,,,0
28,Raung,Tephra,4.0,90,50.0,,,32347.0,38.0,59.0,,,0
29,Raung,Tephra,4.0,90,100.0,,,2793.0,8.0,36.0,,,0
30,Raung,Tephra,5.0,10,,,,,,,516590723.70000017,1563.63,0
31,Raung,Tephra,5.0,10,1.0,,,42998019.0,20787.0,7725.0,,,0
32,Raung,Tephra,5.0,10,5.0,,,14892196.0,6632.0,2620.0,,,0
33,Raung,Tephra,5.0,10,50.0,,,4796001.0,2085.0,853.0,,,0
34,Raung,Tephra,5.0,10,100.0,,,3557210.0,1596.0,652.0,,,0
35,Raung,Tephra,5.0,50,,,,,,,277555307.0,614.07,0
36,Raung,Tephra,5.0,50,1.0,,,24271404.0,10035.0,4152.0,,,0
37,Raung,Tephra,5.0,50,5.0,,,9124892.0,3866.0,1482.0,,,0
38,Raung,Tephra,5.0,50,50.0,,,2886974.0,1315.0,548.0,,,0
39,Raung,Tephra,5.0,50,100.0,,,2044397.0,882.0,438.0,,,0
40,Raung,Tephra,5.0,90,,,,,,,121033616.5,91.75,0
41,Raung,Tephra,5.0,90,1.0,,,10344519.0,4225.0,1658.0,,,0
42,Raung,Tephra,5.0,90,5.0,,,4051558.0,1891.0,729.0,,,0
43,Raung,Tephra,5.0,90,50.0,,,1311928.0,587.0,313.0,,,0
44,Raung,Tephra,5.0,90,100.0,,,641189.0,341.0,211.0,,,0
45,Raung,BAF,,10,,300.0,9800000.0,0.0,0.0,0.0,0.0,,0
46,Raung,BAF,,50,,300.0,9800000.0,0.0,0.0,0.0,0.0,,0
47,Raung,BAF,,90,,300.0,9800000.0,0.0,0.0,0.0,0.0,,0
48,Raung,BAF,,10,,990.0,9800000.0,0.0,0.0,0.0,0.0,,0
49,Raung,BAF,,50,,990.0,9800000.0,0.0,0.0,0.0,0.0,,0
50,Raung,BAF,,90,,990.0,9800000.0,0.0,0.0,0.0,0.0,,0
51,Raung,BAF,,10,,300.0,450000.0,0.0,0.0,0.0,0.0,,0
52,Raung,BAF,,50,,300.0,450000.0,0.0,0.0,0.0,0.0,,0
53,Raung,BAF,,90,,300.0,450000.0,0.0,0.0,0.0,0.0,,0
54,Raung,BAF,,10,,990.0,450000.0,0.0,0.0,0.0,0.0,,0
55,Raung,BAF,,50,,990.0,450000.0,0.0,0.0,0.0,0.0,,0
56,Raung,BAF,,90,,990.0,450000.0,0.0,0.0,0.0,0.0,,0
57,Raung,PDC,3.0,10,,,,328639.0,319.0,179.0,25724940.0,,0
58,Raung,PDC,3.0,50,,,,4486.0,2.0,80.0,366516.0,,0
59,Raung,PDC,3.0,90,,,,0.0,0.0,36.0,0.0,,0
60,Raung,PDC,4.0,10,,,,777588.0,665.0,264.0,45911397.0,,0
61,Raung,PDC,4.0,50,,,,27783.0,26.0,90.0,2157201.0,,0
62,Raung,PDC,4.0,90,,,,59.0,0.0,67.0,2000.0,,0
63,Raung,PDC,5.0,10,,,,1767673.0,1228.0,433.0,100216106.0,,0
64,Raung,PDC,5.0,50,,,,159236.0,173.0,140.0,14041035.0,,0
65,Raung,PDC,5.0,90,,,,6742.0,3.0,80.0,796162.0,,0
66,Raung,LC,3.0,10,,,,0.0,0.0,0.0,,,0
67,Raung,LC,3.0,50,,,,0.0,0.0,0.0,,,0
68,Raung,LC,3.0,90,,,,0.0,0.0,0.0,,,0
69,Raung,LC,4.0,10,,,,0.0,0.0,7.0,,,0
70,Raung,LC,4.0,50,,,,0.0,0.0,5.0,,,0
71,Raung,LC,4.0,90,,,,0.0,0.0,3.0,,,0
72,Raung,LC,5.0,10,,,,1013.0,1.0,75.0,,,0
73,Raung,LC,5.0,50,,,,935.0,1.0,70.0,,,0
74,Raung,LC,5.0,90,,,,533.0,1.0,63.0,,,0
0,Raung,Tephra,3.0,10,,,,,,,2417843.9000000004,0.0,1
1,Raung,Tephra,3.0,10,1.0,,,234156.0,235.0,162.0,,,1
2,Raung,Tephra,3.0,10,5.0,,,7668.0,9.0,81.0,,,1
3,Raung,Tephra,3.0,10,50.0,,,0.0,0.0,20.0,,,1
4,Raung,Tephra,3.0,10,100.0,,,0.0,0.0,9.0,,,1
5,Raung,Tephra,3.0,50,,,,,,,1058112.4,0.0,1
6,Raung,Tephra,3.0,50,1.0,,,100243.0,122.0,124.0,,,1
7,Raung,Tephra,3.0,50,5.0,,,1441.0,2.0,79.0,,,1
8,Raung,Tephra,3.0,50,50.0,,,0.0,0.0,14.0,,,1
9,Raung,Tephra,3.0,50,100.0,,,0.0,0.0,9.0,,,1
10,Raung,Tephra,3.0,90,,,,,,,469611.3000000001,0.0,1
11,Raung,Tephra,3.0,90,1.0,,,40120.0,46.0,99.0,,,1
12,Raung,Tephra,3.0,90,5.0,,,872.0,1.0,68.0,,,1
13,Raung,Tephra,3.0,90,50.0,,,0.0,0.0,11.0,,,1
14,Raung,Tephra,3.0,90,100.0,,,0.0,0.0,8.0,,,1
15,Raung,Tephra,4.0,10,,,,,,,36736925.3,10.56,1
16,Raung,Tephra,4.0,10,1.0,,,5106522.0,2590.0,909.0,,,1
17,Raung,Tephra,4.0,10,5.0,,,2908799.0,1307.0,546.0,,,1
18,Raung,Tephra,4.0,10,50.0,,,491318.0,274.0,209.0,,,1
19,Raung,Tephra,4.0,10,100.0,,,146919.0,145.0,132.0,,,1
20,Raung,Tephra,4.0,50,,,,,,,25943322.700000007,4.66,1
21,Raung,Tephra,4.0,50,1.0,,,3906233.0,1965.0,702.0,,,1
22,Raung,Tephra,4.0,50,5.0,,,2096618.0,960.0,452.0,,,1
23,Raung,Tephra,4.0,50,50.0,,,240519.0,203.0,159.0,,,1
24,Raung,Tephra,4.0,50,100.0,,,74811.0,88.0,102.0,,,1
25,Raung,Tephra,4.0,90,,,,,,,14255475.499999998,1.02,1
26,Raung,Tephra,4.0,90,1.0,,,3049640.0,1438.0,573.0,,,1
27,Raung,Tephra,4.0,90,5.0,,,1251354.0,674.0,355.0,,,1
28,Raung,Tephra,4.0,90,50.0,,,104053.0,109.0,117.0,,,1
29,Raung,Tephra,4.0,90,100.0,,,18299.0,34.0,73.0,,,1
30,Raung,Tephra,5.0,10,,,,,,,500707132.19999975,1300.77,1
31,Raung,Tephra,5.0,10,1.0,,,45029219.0,22453.0,7875.0,,,1
32,Raung,Tephra,5.0,10,5.0,,,17002341.0,7570.0,3093.0,,,1
33,Raung,Tephra,5.0,10,50.0,,,4112291.0,1865.0,725.0,,,1
34,Raung,Tephra,5.0,10,100.0,,,3315121.0,1396.0,597.0,,,1
35,Raung,Tephra,5.0,50,,,,,,,400363158.6999999,854.73,1
36,Raung,Tephra,5.0,50,1.0,,,35895468.0,17564.0,6376.0,,,1
37,Raung,Tephra,5.0,50,5.0,,,11697276.0,5009.0,1956.0,,,1
38,Raung,Tephra,5.0,50,50.0,,,3595585.0,1471.0,639.0,,,1
39,Raung,Tephra,5.0,50,100.0,,,2539515.0,1072.0,487.0,,,1
40,Raung,Tephra,5.0,90,,,,,,,266795135.8000001,489.75,1
41,Raung,Tephra,5.0,90,1.0,,,24491535.0,10643.0,4240.0,,,1
42,Raung,Tephra,5.0,90,5.0,,,8766084.0,3644.0,1461.0,,,1
43,Raung,Tephra,5.0,90,50.0,,,2696941.0,1186.0,521.0,,,1
44,Raung,Tephra,5.0,90,100.0,,,1311493.0,681.0,358.0,,,1
0,Raung,Tephra,3.0,10,,,,,,,3311788.2,0.0,2
1,Raung,Tephra,3.0,10,1.0,,,394244.0,351.0,210.0,,,2
2,Raung,Tephra,3.0,10,5.0,,,17143.0,31.0,90.0,,,2
3,Raung,Tephra,3.0,10,50.0,,,0.0,0.0,27.0,,,2
4,Raung,Tephra,3.0,10,100.0,,,0.0,0.0,14.0,,,2
5,Raung,Tephra,3.0,50,,,,,,,1097623.8,0.0,2
6,Raung,Tephra,3.0,50,1.0,,,101806.0,129.0,125.0,,,2
7,Raung,Tephra,3.0,50,5.0,,,1867.0,2.0,78.0,,,2
8,Raung,Tephra,3.0,50,50.0,,,0.0,0.0,16.0,,,2
9,Raung,Tephra,3.0,50,100.0,,,0.0,0.0,8.0,,,2
10,Raung,Tephra,3.0,90,,,,,,,380738.3,0.0,2
11,Raung,Tephra,3.0,90,1.0,,,29978.0,46.0,89.0,,,2
12,Raung,Tephra,3.0,90,5.0,,,0.0,0.0,42.0,,,2
13,Raung,Tephra,3.0,90,50.0,,,0.0,0.0,10.0,,,2
14,Raung,Tephra,3.0,90,100.0,,,0.0,0.0,7.0,,,2
15,Raung,Tephra,4.0,10,,,,,,,41176145.8,17.1,2
16,Raung,Tephra,4.0,10,1.0,,,5618665.0,2871.0,1004.0,,,2
17,Raung,Tephra,4.0,10,5.0,,,3165182.0,1432.0,576.0,,,2
18,Raung,Tephra,4.0,10,50.0,,,548896.0,328.0,232.0,,,2
19,Raung,Tephra,4.0,10,100.0,,,172989.0,181.0,145.0,,,2
20,Raung,Tephra,4.0,50,,,,,,,23373772.800000004,3.68,2
21,Raung,Tephra,4.0,50,1.0,,,3585091.0,1909.0,661.0,,,2
22,Raung,Tephra,4.0,50,5.0,,,1780796.0,868.0,418.0,,,2
23,Raung,Tephra,4.0,50,50.0,,,181672.0,186.0,145.0,,,2
24,Raung,Tephra,4.0,50,100.0,,,57954.0,75.0,94.0,,,2
25,Raung,Tephra,4.0,90,,,,,,,10448189.4,0.21,2
26,Raung,Tephra,4.0,90,1.0,,,2285610.0,1075.0,454.0,,,2
27,Raung,Tephra,4.0,90,5.0,,,891612.0,506.0,286.0,,,2
28,Raung,Tephra,4.0,90,50.0,,,40137.0,55.0,67.0,,,2
29,Raung,Tephra,4.0,90,100.0,,,6747.0,14.0,45.0,,,2
30,Raung,Tephra,5.0,10,,,,,,,515349060.6999999,1571.71,2
31,Raung,Tephra,5.0,10,1.0,,,45770701.0,22967.0,8004.0,,,2
32,Raung,Tephra,5.0,10,5.0,,,17965783.0,7694.0,3191.0,,,2
33,Raung,Tephra,5.0,10,50.0,,,4462755.0,2164.0,810.0,,,2
34,Raung,Tephra,5.0,10,100.0,,,3538028.0,1494.0,637.0,,,2
35,Raung,Tephra,5.0,50,,,,,,,383108948.8,766.22,2
36,Raung,Tephra,5.0,50,1.0,,,34997469.0,17218.0,6196.0,,,2
37,Raung,Tephra,5.0,50,5.0,,,11511926.0,4897.0,1882.0,,,2
38,Raung,Tephra,5.0,50,50.0,,,3526250.0,1454.0,621.0,,,2
39,Raung,Tephra,5.0,50,100.0,,,2081558.0,908.0,443.0,,,2
40,Raung,Tephra,5.0,90,,,,,,,250838968.6,388.14,2
41,Raung,Tephra,5.0,90,1.0,,,22403824.0,9338.0,3893.0,,,2
42,Raung,Tephra,5.0,90,5.0,,,6568600.0,3027.0,1141.0,,,2
43,Raung,Tephra,5.0,90,50.0,,,2467317.0,1019.0,466.0,,,2
44,Raung,Tephra,5.0,90,100.0,,,1143653.0,606.0,308.0,,,2
0,Raung,Tephra,3.0,10,,,,,,,3031459.400000001,0.0,3
1,Raung,Tephra,3.0,10,1.0,,,359171.0,335.0,199.0,,,3
2,Raung,Tephra,3.0,10,5.0,,,17439.0,29.0,89.0,,,3
3,Raung,Tephra,3.0,10,50.0,,,0.0,0.0,23.0,,,3
4,Raung,Tephra,3.0,10,100.0,,,0.0,0.0,12.0,,,3
5,Raung,Tephra,3.0,50,,,,,,,1957010.2,0.0,3
6,Raung,Tephra,3.0,50,1.0,,,160912.0,193.0,147.0,,,3
7,Raung,Tephra,3.0,50,5.0,,,6815.0,13.0,74.0,,,3
8,Raung,Tephra,3.0,50,50.0,,,0.0,0.0,20.0,,,3
9,Raung,Tephra,3.0,50,100.0,,,0.0,0.0,8.0,,,3
10,Raung,Tephra,3.0,90,,,,,,,609687.3,0.0,3
11,Raung,Tephra,3.0,90,1.0,,,43843.0,73.0,103.0,,,3
12,Raung,Tephra,3.0,90,5.0,,,101.0,0.0,47.0,,,3
13,Raung,Tephra,3.0,90,50.0,,,0.0,0.0,11.0,,,3
14,Raung,Tephra,3.0,90,100.0,,,0.0,0.0,7.0,,,3
15,Raung,Tephra,4.0,10,,,,,,,35204648.0,13.91,3
16,Raung,Tephra,4.0,10,1.0,,,4724139.0,2397.0,840.0,,,3
17,Raung,Tephra,4.0,10,5.0,,,2759825.0,1221.0,519.0,,,3
18,Raung,Tephra,4.0,10,50.0,,,502614.0,295.0,214.0,,,3
19,Raung,Tephra,4.0,10,100.0,,,155869.0,162.0,128.0,,,3
20,Raung,Tephra,4.0,50,,,,,,,24627765.0,5.21,3
21,Raung,Tephra,4.0,50,1.0,,,3641377.0,1906.0,663.0,,,3
22,Raung,Tephra,4.0,50,5.0,,,1866992.0,878.0,420.0,,,3
23,Raung,Tephra,4.0,50,50.0,,,208472.0,205.0,144.0,,,3
24,Raung,Tephra,4.0,50,100.0,,,74926.0,88.0,85.0,,,3
25,Raung,Tephra,4.0,90,,,,,,,13895892.9,1.62,3
26,Raung,Tephra,4.0,90,1.0,,,2876782.0,1331.0,536.0,,,3
27,Raung,Tephra,4.0,90,5.0,,,1148868.0,638.0,336.0,,,3
28,Raung,Tephra,4.0,90,50.0,,,106261.0,117.0,99.0,,,3
29,Raung,Tephra,4.0,90,100.0,,,21198.0,40.0,62.0,,,3
30,Raung,Tephra,5.0,10,,,,,,,502470166.79999983,1400.07,3
31,Raung,Tephra,5.0,10,1.0,,,45647252.0,23142.0,7995.0,,,3
32,Raung,Tephra,5.0,10,5.0,,,14949353.0,6500.0,2620.0,,,3
33,Raung,Tephra,5.0,10,50.0,,,4133693.0,1884.0,720.0,,,3
34,Raung,Tephra,5.0,10,100.0,,,3255266.0,1384.0,581.0,,,3
35,Raung,Tephra,5.0,50,,,,,,,349145906.4999999,893.32,3
36,Raung,Tephra,5.0,50,1.0,,,31082995.0,15294.0,5441.0,,,3
37,Raung,Tephra,5.0,50,5.0,,,10816438.0,4574.0,1754.0,,,3
38,Raung,Tephra,5.0,50,50.0,,,3526006.0,1459.0,622.0,,,3
39,Raung,Tephra,5.0,50,100.0,,,2343414.0,1001.0,463.0,,,3
40,Raung,Tephra,5.0,90,,,,,,,279744209.0,512.16,3
41,Raung,Tephra,5.0,90,1.0,,,25231817.0,10794.0,4346.0,,,3
42,Raung,Tephra,5.0,90,5.0,,,7883817.0,3344.0,1307.0,,,3
43,Raung,Tephra,5.0,90,50.0,,,2698110.0,1149.0,508.0,,,3
44,Raung,Tephra,5.0,90,100.0,,,1439344.0,686.0,365.0,,,3
0,Raung,Tephra,3.0,10,,,,,,,2854003.8000000007,0.0,4
1,Raung,Tephra,3.0,10,1.0,,,331965.0,323.0,193.0,,,4
2,Raung,Tephra,3.0,10,5.0,,,19585.0,30.0,87.0,,,4
3,Raung,Tephra,3.0,10,50.0,,,0.0,0.0,26.0,,,4
4,Raung,Tephra,3.0,10,100.0,,,0.0,0.0,15.0,,,4
5,Raung,Tephra,3.0,50,,,,,,,2062953.9000000004,0.0,4
6,Raung,Tephra,3.0,50,1.0,,,178340.0,205.0,149.0,,,4
7,Raung,Tephra,3.0,50,5.0,,,7254.0,14.0,62.0,,,4
8,Raung,Tephra,3.0,50,50.0,,,0.0,0.0,21.0,,,4
9,Raung,Tephra,3.0,50,100.0,,,0.0,0.0,11.0,,,4
10,Raung,Tephra,3.0,90,,,,,,,1443273.8,0.0,4
11,Raung,Tephra,3.0,90,1.0,,,100177.0,115.0,112.0,,,4
12,Raung,Tephra,3.0,90,5.0,,,2305.0,2.0,54.0,,,4
13,Raung,Tephra,3.0,90,50.0,,,0.0,0.0,18.0,,,4
14,Raung,Tephra,3.0,90,100.0,,,0.0,0.0,7.0,,,4
15,Raung,Tephra,4.0,10,,,,,,,31389856.00000001,7.5,4
16,Raung,Tephra,4.0,10,1.0,,,4854205.0,2566.0,867.0,,,4
17,Raung,Tephra,4.0,10,5.0,,,2391000.0,1168.0,493.0,,,4
18,Raung,Tephra,4.0,10,50.0,,,260896.0,250.0,172.0,,,4
19,Raung,Tephra,4.0,10,100.0,,,96940.0,99.0,116.0,,,4
20,Raung,Tephra,4.0,50,,,,,,,16785380.0,2.2,4
21,Raung,Tephra,4.0,50,1.0,,,3511470.0,1793.0,645.0,,,4
22,Raung,Tephra,4.0,50,5.0,,,1423461.0,791.0,371.0,,,4
23,Raung,Tephra,4.0,50,50.0,,,121342.0,138.0,126.0,,,4
24,Raung,Tephra,4.0,50,100.0,,,28118.0,44.0,75.0,,,4
25,Raung,Tephra,4.0,90,,,,,,,10880295.2,0.31,4
26,Raung,Tephra,4.0,90,1.0,,,2354005.0,1130.0,484.0,,,4
27,Raung,Tephra,4.0,90,5.0,,,874511.0,525.0,291.0,,,4
28,Raung,Tephra,4.0,90,50.0,,,44098.0,56.0,78.0,,,4
29,Raung,Tephra,4.0,90,100.0,,,7718.0,17.0,57.0,,,4
30,Raung,Tephra,5.0,10,,,,,,,385648764.0,1300.94,4
31,Raung,Tephra,5.0,10,1.0,,,34391936.0,18148.0,6050.0,,,4
32,Raung,Tephra,5.0,10,5.0,,,11786956.0,5281.0,1919.0,,,4
33,Raung,Tephra,5.0,10,50.0,,,4207764.0,1949.0,734.0,,,4
34,Raung,Tephra,5.0,10,100.0,,,2958265.0,1344.0,548.0,,,4
35,Raung,Tephra,5.0,50,,,,,,,301676514.6,737.12,4
36,Raung,Tephra,5.0,50,1.0,,,26819694.0,11720.0,4579.0,,,4
