,volcano,hazard,VEI,prob,mass,buffer,volume,pop_count,area_crops,area_urban,RNDS,buildingsLoss,month
30,Bulusan,Tephra,5.0,10,,,,,,,234024943.8,1638.57,2
31,Bulusan,Tephra,5.0,10,1.0,,,7743159.0,3852.0,346.0,,,2
32,Bulusan,Tephra,5.0,10,5.0,,,4400703.0,1920.0,187.0,,,2
33,Bulusan,Tephra,5.0,10,50.0,,,1587434.0,380.0,68.0,,,2
34,Bulusan,Tephra,5.0,10,100.0,,,1165070.0,243.0,49.0,,,2
35,Bulusan,Tephra,5.0,50,,,,,,,146422509.7,728.37,2
36,Bulusan,Tephra,5.0,50,1.0,,,4914975.0,2678.0,203.0,,,2
37,Bulusan,Tephra,5.0,50,5.0,,,3308247.0,1302.0,145.0,,,2
38,Bulusan,Tephra,5.0,50,50.0,,,1075168.0,215.0,45.0,,,2
39,Bulusan,Tephra,5.0,50,100.0,,,742443.0,164.0,26.0,,,2
40,Bulusan,Tephra,5.0,90,,,,,,,50594586.9,153.05,2
41,Bulusan,Tephra,5.0,90,1.0,,,3299434.0,1645.0,142.0,,,2
42,Bulusan,Tephra,5.0,90,5.0,,,1510039.0,324.0,64.0,,,2
43,Bulusan,Tephra,5.0,90,50.0,,,339785.0,105.0,12.0,,,2
44,Bulusan,Tephra,5.0,90,100.0,,,203657.0,72.0,6.0,,,2
0,Bulusan,Tephra,3.0,10,,,,,,,6979770.0,2.09,3
1,Bulusan,Tephra,3.0,10,1.0,,,411159.0,126.0,13.0,,,3
2,Bulusan,Tephra,3.0,10,5.0,,,175368.0,48.0,7.0,,,3
3,Bulusan,Tephra,3.0,10,50.0,,,33394.0,18.0,1.0,,,3
4,Bulusan,Tephra,3.0,10,100.0,,,16187.0,6.0,0.0,,,3
5,Bulusan,Tephra,3.0,50,,,,,,,3270040.2,0.94,3
6,Bulusan,Tephra,3.0,50,1.0,,,180083.0,63.0,7.0,,,3
7,Bulusan,Tephra,3.0,50,5.0,,,82085.0,31.0,3.0,,,3
8,Bulusan,Tephra,3.0,50,50.0,,,18636.0,8.0,0.0,,,3
9,Bulusan,Tephra,3.0,50,100.0,,,8015.0,2.0,0.0,,,3
10,Bulusan,Tephra,3.0,90,,,,,,,1170362.9,0.23,3
11,Bulusan,Tephra,3.0,90,1.0,,,85823.0,37.0,2.0,,,3
12,Bulusan,Tephra,3.0,90,5.0,,,46065.0,21.0,1.0,,,3
13,Bulusan,Tephra,3.0,90,50.0,,,9343.0,2.0,0.0,,,3
14,Bulusan,Tephra,3.0,90,100.0,,,332.0,0.0,0.0,,,3
15,Bulusan,Tephra,4.0,10,,,,,,,44895739.90000001,153.17,3
16,Bulusan,Tephra,4.0,10,1.0,,,1824177.0,485.0,78.0,,,3
17,Bulusan,Tephra,4.0,10,5.0,,,1141328.0,236.0,47.0,,,3
18,Bulusan,Tephra,4.0,10,50.0,,,456635.0,122.0,16.0,,,3
19,Bulusan,Tephra,4.0,10,100.0,,,229719.0,92.0,8.0,,,3
20,Bulusan,Tephra,4.0,50,,,,,,,26081203.0,50.31,3
21,Bulusan,Tephra,4.0,50,1.0,,,1200825.0,245.0,49.0,,,3
22,Bulusan,Tephra,4.0,50,5.0,,,642414.0,158.0,22.0,,,3
23,Bulusan,Tephra,4.0,50,50.0,,,131239.0,47.0,4.0,,,3
24,Bulusan,Tephra,4.0,50,100.0,,,102409.0,30.0,4.0,,,3
25,Bulusan,Tephra,4.0,90,,,,,,,15087743.2,6.78,3
26,Bulusan,Tephra,4.0,90,1.0,,,763519.0,161.0,33.0,,,3
27,Bulusan,Tephra,4.0,90,5.0,,,291348.0,102.0,9.0,,,3
28,Bulusan,Tephra,4.0,90,50.0,,,54307.0,22.0,1.0,,,3
29,Bulusan,Tephra,4.0,90,100.0,,,34387.0,14.0,1.0,,,3
30,Bulusan,Tephra,5.0,10,,,,,,,213954494.6,1614.71,3
31,Bulusan,Tephra,5.0,10,1.0,,,6372736.0,3339.0,279.0,,,3
32,Bulusan,Tephra,5.0,10,5.0,,,4076560.0,2021.0,174.0,,,3
33,Bulusan,Tephra,5.0,10,50.0,,,1488602.0,329.0,61.0,,,3
34,Bulusan,Tephra,5.0,10,100.0,,,1116711.0,231.0,46.0,,,3
35,Bulusan,Tephra,5.0,50,,,,,,,124830035.3,720.42,3
36,Bulusan,Tephra,5.0,50,1.0,,,5056426.0,2716.0,206.0,,,3
37,Bulusan,Tephra,5.0,50,5.0,,,3028060.0,1264.0,136.0,,,3
38,Bulusan,Tephra,5.0,50,50.0,,,1041522.0,213.0,43.0,,,3
39,Bulusan,Tephra,5.0,50,100.0,,,661254.0,161.0,21.0,,,3
40,Bulusan,Tephra,5.0,90,,,,,,,59285869.6,206.58,3
41,Bulusan,Tephra,5.0,90,1.0,,,3552683.0,1696.0,151.0,,,3
42,Bulusan,Tephra,5.0,90,5.0,,,1920981.0,490.0,85.0,,,3
43,Bulusan,Tephra,5.0,90,50.0,,,477657.0,125.0,16.0,,,3
44,Bulusan,Tephra,5.0,90,100.0,,,252545.0,94.0,8.0,,,3
0,Bulusan,Tephra,3.0,10,,,,,,,4969223.9,1.75,4
1,Bulusan,Tephra,3.0,10,1.0,,,261617.0,87.0,9.0,,,4
2,Bulusan,Tephra,3.0,10,5.0,,,114191.0,43.0,4.0,,,4
3,Bulusan,Tephra,3.0,10,50.0,,,37001.0,19.0,2.0,,,4
4,Bulusan,Tephra,3.0,10,100.0,,,13673.0,4.0,0.0,,,4
5,Bulusan,Tephra,3.0,50,,,,,,,3534196.8,1.31,4
6,Bulusan,Tephra,3.0,50,1.0,,,178939.0,54.0,7.0,,,4
7,Bulusan,Tephra,3.0,50,5.0,,,80615.0,30.0,3.0,,,4
8,Bulusan,Tephra,3.0,50,50.0,,,22086.0,13.0,1.0,,,4
9,Bulusan,Tephra,3.0,50,100.0,,,8421.0,1.0,0.0,,,4
10,Bulusan,Tephra,3.0,90,,,,,,,1727608.2000000004,1.02,4
11,Bulusan,Tephra,3.0,90,1.0,,,156814.0,48.0,6.0,,,4
12,Bulusan,Tephra,3.0,90,5.0,,,59226.0,24.0,3.0,,,4
13,Bulusan,Tephra,3.0,90,50.0,,,13418.0,5.0,0.0,,,4
14,Bulusan,Tephra,3.0,90,100.0,,,1674.0,0.0,0.0,,,4
15,Bulusan,Tephra,4.0,10,,,,,,,36065042.0,147.43,4
16,Bulusan,Tephra,4.0,10,1.0,,,1294286.0,253.0,57.0,,,4
17,Bulusan,Tephra,4.0,10,5.0,,,673975.0,179.0,23.0,,,4
18,Bulusan,Tephra,4.0,10,50.0,,,232968.0,65.0,9.0,,,4
19,Bulusan,Tephra,4.0,10,100.0,,,192495.0,53.0,7.0,,,4
20,Bulusan,Tephra,4.0,50,,,,,,,26881070.5,84.56,4
21,Bulusan,Tephra,4.0,50,1.0,,,1050298.0,218.0,43.0,,,4
22,Bulusan,Tephra,4.0,50,5.0,,,584190.0,156.0,21.0,,,4
23,Bulusan,Tephra,4.0,50,50.0,,,186180.0,53.0,7.0,,,4
24,Bulusan,Tephra,4.0,50,100.0,,,105331.0,38.0,4.0,,,4
25,Bulusan,Tephra,4.0,90,,,,,,,16192128.0,37.17,4
26,Bulusan,Tephra,4.0,90,1.0,,,670253.0,180.0,23.0,,,4
27,Bulusan,Tephra,4.0,90,5.0,,,407984.0,108.0,16.0,,,4
28,Bulusan,Tephra,4.0,90,50.0,,,105295.0,40.0,4.0,,,4
29,Bulusan,Tephra,4.0,90,100.0,,,64958.0,25.0,3.0,,,4
30,Bulusan,Tephra,5.0,10,,,,,,,159289264.0,1172.19,4
31,Bulusan,Tephra,5.0,10,1.0,,,6745445.0,4013.0,322.0,,,4
32,Bulusan,Tephra,5.0,10,5.0,,,2934437.0,1872.0,125.0,,,4
33,Bulusan,Tephra,5.0,10,50.0,,,1008195.0,219.0,40.0,,,4
34,Bulusan,Tephra,5.0,10,100.0,,,690099.0,183.0,23.0,,,4
35,Bulusan,Tephra,5.0,50,,,,,,,115782736.1,808.94,4
36,Bulusan,Tephra,5.0,50,1.0,,,4816201.0,2735.0,206.0,,,4
37,Bulusan,Tephra,5.0,50,5.0,,,2554958.0,1379.0,110.0,,,4
38,Bulusan,Tephra,5.0,50,50.0,,,781594.0,193.0,26.0,,,4
39,Bulusan,Tephra,5.0,50,100.0,,,603495.0,165.0,21.0,,,4
40,Bulusan,Tephra,5.0,90,,,,,,,84782955.4,526.79,4
41,Bulusan,Tephra,5.0,90,1.0,,,4110704.0,2576.0,173.0,,,4
42,Bulusan,Tephra,5.0,90,5.0,,,1920581.0,878.0,81.0,,,4
43,Bulusan,Tephra,5.0,90,50.0,,,614549.0,167.0,21.0,,,4
44,Bulusan,Tephra,5.0,90,100.0,,,398093.0,115.0,14.0,,,4
0,Bulusan,Tephra,3.0,10,,,,,,,4717064.5,1.95,5
1,Bulusan,Tephra,3.0,10,1.0,,,258883.0,83.0,9.0,,,5
2,Bulusan,Tephra,3.0,10,5.0,,,124436.0,45.0,4.0,,,5
3,Bulusan,Tephra,3.0,10,50.0,,,29262.0,17.0,1.0,,,5
4,Bulusan,Tephra,3.0,10,100.0,,,12938.0,2.0,0.0,,,5
5,Bulusan,Tephra,3.0,50,,,,,,,3640650.1,1.5,5
6,Bulusan,Tephra,3.0,50,1.0,,,180621.0,54.0,7.0,,,5
7,Bulusan,Tephra,3.0,50,5.0,,,77338.0,28.0,3.0,,,5
8,Bulusan,Tephra,3.0,50,50.0,,,20255.0,11.0,1.0,,,5
9,Bulusan,Tephra,3.0,50,100.0,,,6108.0,0.0,0.0,,,5
10,Bulusan,Tephra,3.0,90,,,,,,,1747069.2000000004,1.01,5
11,Bulusan,Tephra,3.0,90,1.0,,,158988.0,49.0,6.0,,,5
12,Bulusan,Tephra,3.0,90,5.0,,,60650.0,24.0,3.0,,,5
13,Bulusan,Tephra,3.0,90,50.0,,,13789.0,3.0,0.0,,,5
14,Bulusan,Tephra,3.0,90,100.0,,,736.0,0.0,0.0,,,5
15,Bulusan,Tephra,4.0,10,,,,,,,35547627.9,152.37,5
16,Bulusan,Tephra,4.0,10,1.0,,,1273011.0,475.0,55.0,,,5
17,Bulusan,Tephra,4.0,10,5.0,,,675533.0,182.0,23.0,,,5
18,Bulusan,Tephra,4.0,10,50.0,,,215067.0,58.0,8.0,,,5
19,Bulusan,Tephra,4.0,10,100.0,,,190838.0,52.0,7.0,,,5
20,Bulusan,Tephra,4.0,50,,,,,,,24254800.8,74.08,5
21,Bulusan,Tephra,4.0,50,1.0,,,841020.0,226.0,32.0,,,5
22,Bulusan,Tephra,4.0,50,5.0,,,479822.0,150.0,16.0,,,5
23,Bulusan,Tephra,4.0,50,50.0,,,174330.0,51.0,7.0,,,5
24,Bulusan,Tephra,4.0,50,100.0,,,140293.0,46.0,6.0,,,5
25,Bulusan,Tephra,4.0,90,,,,,,,15284771.0,31.15,5
26,Bulusan,Tephra,4.0,90,1.0,,,596724.0,166.0,22.0,,,5
27,Bulusan,Tephra,4.0,90,5.0,,,243473.0,89.0,9.0,,,5
28,Bulusan,Tephra,4.0,90,50.0,,,138383.0,47.0,5.0,,,5
29,Bulusan,Tephra,4.0,90,100.0,,,69076.0,31.0,3.0,,,5
30,Bulusan,Tephra,5.0,10,,,,,,,165490137.8,1057.59,5
31,Bulusan,Tephra,5.0,10,1.0,,,7270211.0,5916.0,358.0,,,5
32,Bulusan,Tephra,5.0,10,5.0,,,2726374.0,1845.0,114.0,,,5
33,Bulusan,Tephra,5.0,10,50.0,,,869723.0,337.0,34.0,,,5
34,Bulusan,Tephra,5.0,10,100.0,,,658005.0,199.0,24.0,,,5
35,Bulusan,Tephra,5.0,50,,,,,,,115005299.9,766.44,5
36,Bulusan,Tephra,5.0,50,1.0,,,5579337.0,3908.0,276.0,,,5
37,Bulusan,Tephra,5.0,50,5.0,,,1944625.0,1400.0,81.0,,,5
38,Bulusan,Tephra,5.0,50,50.0,,,636729.0,201.0,23.0,,,5
39,Bulusan,Tephra,5.0,50,100.0,,,395821.0,134.0,12.0,,,5
40,Bulusan,Tephra,5.0,90,,,,,,,70059184.7,515.76,5
41,Bulusan,Tephra,5.0,90,1.0,,,3299604.0,1979.0,162.0,,,5
42,Bulusan,Tephra,5.0,90,5.0,,,1407400.0,971.0,58.0,,,5
43,Bulusan,Tephra,5.0,90,50.0,,,376287.0,133.0,12.0,,,5
44,Bulusan,Tephra,5.0,90,100.0,,,259682.0,100.0,9.0,,,5
0,Bulusan,Tephra,3.0,10,,,,,,,6375566.0,1.93,6
1,Bulusan,Tephra,3.0,10,1.0,,,364174.0,115.0,12.0,,,6
2,Bulusan,Tephra,3.0,10,5.0,,,133239.0,40.0,5.0,,,6
3,Bulusan,Tephra,3.0,10,50.0,,,27392.0,11.0,1.0,,,6
4,Bulusan,Tephra,3.0,10,100.0,,,12032.0,2.0,0.0,,,6
5,Bulusan,Tephra,3.0,50,,,,,,,3345707.3,1.34,6
6,Bulusan,Tephra,3.0,50,1.0,,,199645.0,73.0,7.0,,,6
7,Bulusan,Tephra,3.0,50,5.0,,,78656.0,28.0,2.0,,,6
8,Bulusan,Tephra,3.0,50,50.0,,,18808.0,6.0,0.0,,,6
9,Bulusan,Tephra,3.0,50,100.0,,,5486.0,1.0,0.0,,,6
10,Bulusan,Tephra,3.0,90,,,,,,,1555574.2000000004,0.59,6
11,Bulusan,Tephra,3.0,90,1.0,,,151546.0,47.0,6.0,,,6
12,Bulusan,Tephra,3.0,90,5.0,,,52118.0,24.0,2.0,,,6
13,Bulusan,Tephra,3.0,90,50.0,,,10808.0,1.0,0.0,,,6
14,Bulusan,Tephra,3.0,90,100.0,,,102.0,0.0,0.0,,,6
15,Bulusan,Tephra,4.0,10,,,,,,,32161076.6,101.8,6
16,Bulusan,Tephra,4.0,10,1.0,,,1168201.0,554.0,45.0,,,6
17,Bulusan,Tephra,4.0,10,5.0,,,668758.0,200.0,24.0,,,6
18,Bulusan,Tephra,4.0,10,50.0,,,211774.0,64.0,8.0,,,6
19,Bulusan,Tephra,4.0,10,100.0,,,173058.0,49.0,7.0,,,6
20,Bulusan,Tephra,4.0,50,,,,,,,23661607.9,47.72,6
21,Bulusan,Tephra,4.0,50,1.0,,,921190.0,401.0,34.0,,,6
22,Bulusan,Tephra,4.0,50,5.0,,,447134.0,147.0,14.0,,,6
23,Bulusan,Tephra,4.0,50,50.0,,,165958.0,50.0,7.0,,,6
24,Bulusan,Tephra,4.0,50,100.0,,,140347.0,46.0,6.0,,,6
25,Bulusan,Tephra,4.0,90,,,,,,,14214466.8,17.92,6
26,Bulusan,Tephra,4.0,90,1.0,,,581880.0,255.0,21.0,,,6
27,Bulusan,Tephra,4.0,90,5.0,,,303754.0,118.0,10.0,,,6
28,Bulusan,Tephra,4.0,90,50.0,,,128466.0,44.0,5.0,,,6
29,Bulusan,Tephra,4.0,90,100.0,,,82819.0,29.0,3.0,,,6
30,Bulusan,Tephra,5.0,10,,,,,,,134794140.5,898.64,6
31,Bulusan,Tephra,5.0,10,1.0,,,6004710.0,5408.0,303.0,,,6
32,Bulusan,Tephra,5.0,10,5.0,,,2222930.0,1692.0,101.0,,,6
33,Bulusan,Tephra,5.0,10,50.0,,,734967.0,351.0,28.0,,,6
34,Bulusan,Tephra,5.0,10,100.0,,,479222.0,199.0,17.0,,,6
35,Bulusan,Tephra,5.0,50,,,,,,,107494052.0,658.49,6
36,Bulusan,Tephra,5.0,50,1.0,,,4783518.0,4247.0,248.0,,,6
37,Bulusan,Tephra,5.0,50,5.0,,,1744342.0,1108.0,71.0,,,6
38,Bulusan,Tephra,5.0,50,50.0,,,483772.0,252.0,16.0,,,6
39,Bulusan,Tephra,5.0,50,100.0,,,360390.0,151.0,13.0,,,6
40,Bulusan,Tephra,5.0,90,,,,,,,71109196.5,365.61,6
41,Bulusan,Tephra,5.0,90,1.0,,,3341320.0,3187.0,169.0,,,6
42,Bulusan,Tephra,5.0,90,5.0,,,1186878.0,771.0,43.0,,,6
43,Bulusan,Tephra,5.0,90,50.0,,,372351.0,197.0,14.0,,,6
44,Bulusan,Tephra,5.0,90,100.0,,,258559.0,89.0,10.0,,,6
0,Bulusan,Tephra,3.0,10,,,,,,,5721929.7,1.99,7
1,Bulusan,Tephra,3.0,10,1.0,,,318774.0,111.0,11.0,,,7
2,Bulusan,Tephra,3.0,10,5.0,,,127014.0,36.0,4.0,,,7
3,Bulusan,Tephra,3.0,10,50.0,,,33356.0,9.0,1.0,,,7
4,Bulusan,Tephra,3.0,10,100.0,,,12749.0,1.0,0.0,,,7
5,Bulusan,Tephra,3.0,50,,,,,,,2506832.1,1.51,7
6,Bulusan,Tephra,3.0,50,1.0,,,211365.0,60.0,8.0,,,7
7,Bulusan,Tephra,3.0,50,5.0,,,91305.0,27.0,3.0,,,7
8,Bulusan,Tephra,3.0,50,50.0,,,18558.0,3.0,0.0,,,7
9,Bulusan,Tephra,3.0,50,100.0,,,1272.0,0.0,0.0,,,7
10,Bulusan,Tephra,3.0,90,,,,,,,1215621.1,1.02,7
11,Bulusan,Tephra,3.0,90,1.0,,,71977.0,27.0,3.0,,,7
12,Bulusan,Tephra,3.0,90,5.0,,,35135.0,18.0,1.0,,,7
13,Bulusan,Tephra,3.0,90,50.0,,,1960.0,0.0,0.0,,,7
14,Bulusan,Tephra,3.0,90,100.0,,,18.0,0.0,0.0,,,7
15,Bulusan,Tephra,4.0,10,,,,,,,36171215.9,107.69,7
16,Bulusan,Tephra,4.0,10,1.0,,,1221577.0,573.0,49.0,,,7
17,Bulusan,Tephra,4.0,10,5.0,,,675787.0,208.0,25.0,,,7
18,Bulusan,Tephra,4.0,10,50.0,,,231523.0,68.0,9.0,,,7
19,Bulusan,Tephra,4.0,10,100.0,,,191955.0,53.0,7.0,,,7
20,Bulusan,Tephra,4.0,50,,,,,,,25396494.4,48.44,7
21,Bulusan,Tephra,4.0,50,1.0,,,872217.0,370.0,34.0,,,7
22,Bulusan,Tephra,4.0,50,5.0,,,466678.0,150.0,15.0,,,7
23,Bulusan,Tephra,4.0,50,50.0,,,180262.0,51.0,7.0,,,7
24,Bulusan,Tephra,4.0,50,100.0,,,141984.0,46.0,6.0,,,7
25,Bulusan,Tephra,4.0,90,,,,,,,18638306.5,18.44,7
26,Bulusan,Tephra,4.0,90,1.0,,,718350.0,224.0,29.0,,,7
27,Bulusan,Tephra,4.0,90,5.0,,,274352.0,113.0,10.0,,,7
28,Bulusan,Tephra,4.0,90,50.0,,,139071.0,46.0,6.0,,,7
29,Bulusan,Tephra,4.0,90,100.0,,,103199.0,39.0,4.0,,,7
30,Bulusan,Tephra,5.0,10,,,,,,,135636501.8,989.09,7
31,Bulusan,Tephra,5.0,10,1.0,,,5755636.0,5216.0,295.0,,,7
32,Bulusan,Tephra,5.0,10,5.0,,,2293211.0,1669.0,108.0,,,7
33,Bulusan,Tephra,5.0,10,50.0,,,754057.0,342.0,29.0,,,7
34,Bulusan,Tephra,5.0,10,100.0,,,513327.0,214.0,18.0,,,7
35,Bulusan,Tephra,5.0,50,,,,,,,105630066.8,669.42,7
36,Bulusan,Tephra,5.0,50,1.0,,,4567712.0,4237.0,236.0,,,7
37,Bulusan,Tephra,5.0,50,5.0,,,1693572.0,1119.0,68.0,,,7
38,Bulusan,Tephra,5.0,50,50.0,,,511133.0,258.0,18.0,,,7
39,Bulusan,Tephra,5.0,50,100.0,,,357651.0,134.0,13.0,,,7
40,Bulusan,Tephra,5.0,90,,,,,,,77153611.0,485.73,7
41,Bulusan,Tephra,5.0,90,1.0,,,3572107.0,3425.0,179.0,,,7
42,Bulusan,Tephra,5.0,90,5.0,,,1280160.0,905.0,44.0,,,7
43,Bulusan,Tephra,5.0,90,50.0,,,391985.0,205.0,14.0,,,7
44,Bulusan,Tephra,5.0,90,100.0,,,275179.0,89.0,10.0,,,7
0,Bulusan,Tephra,3.0,10,,,,,,,5029897.4,1.93,8
1,Bulusan,Tephra,3.0,10,1.0,,,290945.0,79.0,10.0,,,8
2,Bulusan,Tephra,3.0,10,5.0,,,125633.0,37.0,4.0,,,8
3,Bulusan,Tephra,3.0,10,50.0,,,31517.0,10.0,1.0,,,8
4,Bulusan,Tephra,3.0,10,100.0,,,8922.0,0.0,0.0,,,8
5,Bulusan,Tephra,3.0,50,,,,,,,2735585.5,1.5,8
6,Bulusan,Tephra,3.0,50,1.0,,,217608.0,61.0,9.0,,,8
7,Bulusan,Tephra,3.0,50,5.0,,,82284.0,26.0,3.0,,,8
8,Bulusan,Tephra,3.0,50,50.0,,,15442.0,1.0,0.0,,,8
9,Bulusan,Tephra,3.0,50,100.0,,,1039.0,0.0,0.0,,,8
10,Bulusan,Tephra,3.0,90,,,,,,,1779410.1,1.28,8
11,Bulusan,Tephra,3.0,90,1.0,,,99391.0,32.0,3.0,,,8
12,Bulusan,Tephra,3.0,90,5.0,,,50262.0,22.0,2.0,,,8
13,Bulusan,Tephra,3.0,90,50.0,,,3638.0,0.0,0.0,,,8
14,Bulusan,Tephra,3.0,90,100.0,,,59.0,0.0,0.0,,,8
15,Bulusan,Tephra,4.0,10,,,,,,,31737092.8,101.69,8
16,Bulusan,Tephra,4.0,10,1.0,,,1125326.0,627.0,39.0,,,8
17,Bulusan,Tephra,4.0,10,5.0,,,692241.0,213.0,27.0,,,8
18,Bulusan,Tephra,4.0,10,50.0,,,224477.0,65.0,8.0,,,8
19,Bulusan,Tephra,4.0,10,100.0,,,187070.0,53.0,7.0,,,8
20,Bulusan,Tephra,4.0,50,,,,,,,26285738.1,47.18,8
21,Bulusan,Tephra,4.0,50,1.0,,,877501.0,423.0,34.0,,,8
22,Bulusan,Tephra,4.0,50,5.0,,,470795.0,151.0,16.0,,,8
23,Bulusan,Tephra,4.0,50,50.0,,,184428.0,51.0,7.0,,,8
24,Bulusan,Tephra,4.0,50,100.0,,,144846.0,45.0,6.0,,,8
25,Bulusan,Tephra,4.0,90,,,,,,,19158720.3,19.94,8
26,Bulusan,Tephra,4.0,90,1.0,,,717548.0,276.0,29.0,,,8
27,Bulusan,Tephra,4.0,90,5.0,,,283602.0,102.0,10.0,,,8
28,Bulusan,Tephra,4.0,90,50.0,,,136851.0,44.0,6.0,,,8
29,Bulusan,Tephra,4.0,90,100.0,,,112011.0,40.0,5.0,,,8
30,Bulusan,Tephra,5.0,10,,,,,,,131119650.9,964.11,8
31,Bulusan,Tephra,5.0,10,1.0,,,5709997.0,5297.0,290.0,,,8
32,Bulusan,Tephra,5.0,10,5.0,,,2218403.0,1619.0,105.0,,,8
33,Bulusan,Tephra,5.0,10,50.0,,,771527.0,386.0,30.0,,,8
34,Bulusan,Tephra,5.0,10,100.0,,,487393.0,220.0,17.0,,,8
35,Bulusan,Tephra,5.0,50,,,,,,,106721055.2,685.48,8
36,Bulusan,Tephra,5.0,50,1.0,,,4496013.0,4209.0,234.0,,,8
37,Bulusan,Tephra,5.0,50,5.0,,,1651153.0,1125.0,66.0,,,8
38,Bulusan,Tephra,5.0,50,50.0,,,509500.0,278.0,18.0,,,8
39,Bulusan,Tephra,5.0,50,100.0,,,373566.0,144.0,15.0,,,8
40,Bulusan,Tephra,5.0,90,,,,,,,72213700.4,458.48,8
41,Bulusan,Tephra,5.0,90,1.0,,,3285025.0,3310.0,168.0,,,8
42,Bulusan,Tephra,5.0,90,5.0,,,1249260.0,923.0,44.0,,,8
43,Bulusan,Tephra,5.0,90,50.0,,,379965.0,177.0,14.0,,,8
44,Bulusan,Tephra,5.0,90,100.0,,,255687.0,85.0,10.0,,,8
0,Bulusan,Tephra,3.0,10,,,,,,,4966260.2,2.0,9
1,Bulusan,Tephra,3.0,10,1.0,,,268037.0,82.0,10.0,,,9
2,Bulusan,Tephra,3.0,10,5.0,,,127732.0,46.0,4.0,,,9
3,Bulusan,Tephra,3.0,10,50.0,,,31746.0,16.0,1.0,,,9
4,Bulusan,Tephra,3.0,10,100.0,,,13790.0,1.0,0.0,,,9
5,Bulusan,Tephra,3.0,50,,,,,,,2665795.5,1.58,9
6,Bulusan,Tephra,3.0,50,1.0,,,216827.0,61.0,8.0,,,9
7,Bulusan,Tephra,3.0,50,5.0,,,76957.0,25.0,3.0,,,9
8,Bulusan,Tephra,3.0,50,50.0,,,17125.0,5.0,1.0,,,9
9,Bulusan,Tephra,3.0,50,100.0,,,1920.0,0.0,0.0,,,9
10,Bulusan,Tephra,3.0,90,,,,,,,1638616.8,1.22,9
11,Bulusan,Tephra,3.0,90,1.0,,,101492.0,39.0,3.0,,,9
12,Bulusan,Tephra,3.0,90,5.0,,,50163.0,23.0,2.0,,,9
13,Bulusan,Tephra,3.0,90,50.0,,,4678.0,0.0,0.0,,,9
14,Bulusan,Tephra,3.0,90,100.0,,,40.0,0.0,0.0,,,9
15,Bulusan,Tephra,4.0,10,,,,,,,29384965.9,109.87,9
16,Bulusan,Tephra,4.0,10,1.0,,,1007638.0,517.0,37.0,,,9
17,Bulusan,Tephra,4.0,10,5.0,,,602592.0,182.0,21.0,,,9
18,Bulusan,Tephra,4.0,10,50.0,,,210165.0,61.0,8.0,,,9
19,Bulusan,Tephra,4.0,10,100.0,,,176903.0,51.0,7.0,,,9
20,Bulusan,Tephra,4.0,50,,,,,,,25231154.3,58.95,9
21,Bulusan,Tephra,4.0,50,1.0,,,871618.0,381.0,34.0,,,9
22,Bulusan,Tephra,4.0,50,5.0,,,446382.0,148.0,14.0,,,9
23,Bulusan,Tephra,4.0,50,50.0,,,173416.0,51.0,7.0,,,9
24,Bulusan,Tephra,4.0,50,100.0,,,138674.0,45.0,6.0,,,9
25,Bulusan,Tephra,4.0,90,,,,,,,18931619.6,24.76,9
26,Bulusan,Tephra,4.0,90,1.0,,,676635.0,243.0,26.0,,,9
27,Bulusan,Tephra,4.0,90,5.0,,,296211.0,116.0,10.0,,,9
28,Bulusan,Tephra,4.0,90,50.0,,,145293.0,46.0,6.0,,,9
29,Bulusan,Tephra,4.0,90,100.0,,,109810.0,40.0,5.0,,,9
30,Bulusan,Tephra,5.0,10,,,,,,,131563051.1,922.86,9
31,Bulusan,Tephra,5.0,10,1.0,,,5905238.0,5579.0,298.0,,,9
32,Bulusan,Tephra,5.0,10,5.0,,,2145540.0,1545.0,98.0,,,9
33,Bulusan,Tephra,5.0,10,50.0,,,667065.0,338.0,25.0,,,9
34,Bulusan,Tephra,5.0,10,100.0,,,461292.0,189.0,16.0,,,9
35,Bulusan,Tephra,5.0,50,,,,,,,111047392.5,726.45,9
36,Bulusan,Tephra,5.0,50,1.0,,,4869953.0,4297.0,251.0,,,9
37,Bulusan,Tephra,5.0,50,5.0,,,1759462.0,1163.0,70.0,,,9
38,Bulusan,Tephra,5.0,50,50.0,,,528608.0,259.0,19.0,,,9
39,Bulusan,Tephra,5.0,50,100.0,,,379222.0,141.0,13.0,,,9
40,Bulusan,Tephra,5.0,90,,,,,,,77932095.8,509.3,9
41,Bulusan,Tephra,5.0,90,1.0,,,3547618.0,2746.0,178.0,,,9
42,Bulusan,Tephra,5.0,90,5.0,,,1430658.0,888.0,56.0,,,9
43,Bulusan,Tephra,5.0,90,50.0,,,415729.0,203.0,15.0,,,9
44,Bulusan,Tephra,5.0,90,100.0,,,282335.0,102.0,10.0,,,9
0,Bulusan,Tephra,3.0,10,,,,,,,4662761.6,1.86,10
1,Bulusan,Tephra,3.0,10,1.0,,,231790.0,66.0,8.0,,,10
2,Bulusan,Tephra,3.0,10,5.0,,,139040.0,47.0,5.0,,,10
3,Bulusan,Tephra,3.0,10,50.0,,,37556.0,20.0,2.0,,,10
4,Bulusan,Tephra,3.0,10,100.0,,,14340.0,4.0,1.0,,,10
5,Bulusan,Tephra,3.0,50,,,,,,,3428222.8,1.42,10
6,Bulusan,Tephra,3.0,50,1.0,,,177516.0,51.0,7.0,,,10
